,UnixTime,YEAR,MO,DY,date,week,ALLSKY_KT,Radiation,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PRESSION,SPEED,WIND,CLRSKY_SFC_SW_DWN,WS50M,WD50M,DayLengthinsec
0,978307200.0,2001.0,1.0,1.0,01/01/2001,1.0,0.2,304.21,20.24,67.41,3.02,0.05,0.24,1.7,-0.8,0.62,2.93,79.81,0.17,95.75,2.39,154.94,3.83,3.22,155.38,49980.0
1,978393600.0,2001.0,1.0,2.0,02/01/2001,1.0,0.15,287.96,15.28,65.8,2.27,0.04,0.18,2.31,-2.24,-1.61,2.5,76.94,0.32,96.37,3.23,75.25,3.69,4.08,75.25,49920.0
2,978480000.0,2001.0,1.0,3.0,03/01/2001,1.0,0.62,242.3,58.45,69.97,7.2,0.12,-999.0,2.45,3.16,2.92,2.99,64.5,0.0,95.93,3.88,283.62,3.89,6.45,284.06,49920.0
3,978566400.0,2001.0,1.0,4.0,04/01/2001,1.0,0.75,260.27,71.73,72.8,8.63,0.15,0.72,2.73,7.37,6.77,3.17,50.19,0.01,95.29,4.37,264.25,4.0,7.59,264.44,49920.0
4,978652800.0,2001.0,1.0,5.0,05/01/2001,1.0,0.77,258.05,73.52,73.57,9.01,0.15,0.74,2.95,7.3,6.3,3.97,60.69,0.0,94.96,4.52,151.88,4.05,6.89,152.25,49860.0
5,978739200.0,2001.0,1.0,6.0,06/01/2001,1.0,0.68,300.84,67.88,72.52,8.52,0.14,0.68,2.39,10.06,8.4,4.76,63.06,0.0,94.25,3.81,242.0,3.87,6.15,242.25,49800.0
6,978825600.0,2001.0,1.0,7.0,07/01/2001,2.0,0.51,291.24,51.03,71.97,6.7,0.11,0.53,4.31,6.61,6.48,3.85,62.94,0.0,94.8,6.32,128.38,3.89,9.56,129.0,49740.0
7,978912000.0,2001.0,1.0,8.0,08/01/2001,2.0,0.71,250.8,67.71,74.31,8.52,0.13,0.66,1.79,5.41,4.43,3.05,58.12,0.0,95.32,2.98,259.19,4.2,4.44,259.62,49680.0
8,978998400.0,2001.0,1.0,9.0,09/01/2001,2.0,0.72,273.71,70.97,73.8,8.84,0.13,0.66,2.68,5.99,5.91,3.17,54.81,0.64,95.26,4.1,192.75,4.05,6.41,192.56,49680.0
9,979084800.0,2001.0,1.0,10.0,10/01/2001,2.0,0.12,328.8,13.23,69.51,2.08,0.04,0.19,2.52,4.07,4.03,4.88,90.44,12.98,94.78,3.63,168.44,3.71,5.05,169.56,49620.0
10,979171200.0,2001.0,1.0,11.0,11/01/2001,2.0,0.54,275.66,54.57,73.1,7.0,0.12,0.61,2.26,4.87,4.42,4.52,81.19,0.0,94.86,3.27,244.75,4.06,4.39,245.0,49560.0
11,979257600.0,2001.0,1.0,12.0,12/01/2001,2.0,0.45,301.71,47.44,71.99,6.54,0.12,0.63,2.78,5.34,5.29,5.31,88.94,0.16,94.86,4.12,172.62,3.96,6.06,173.38,49500.0
12,979344000.0,2001.0,1.0,13.0,13/01/2001,2.0,0.62,292.27,63.39,74.17,8.13,0.16,0.77,5.55,9.8,9.62,4.58,61.0,0.58,94.45,7.88,236.94,4.1,11.09,237.88,49440.0
13,979430400.0,2001.0,1.0,14.0,14/01/2001,3.0,0.77,249.51,76.28,76.96,9.43,0.16,0.75,2.08,5.76,5.37,3.11,53.5,0.0,94.95,3.19,206.0,4.33,5.02,205.38,49320.0
14,979516800.0,2001.0,1.0,15.0,15/01/2001,3.0,0.53,287.23,55.72,73.32,7.34,0.13,0.66,2.78,6.37,6.3,4.15,68.44,0.05,94.98,4.14,127.0,4.01,5.97,127.81,49260.0
15,979603200.0,2001.0,1.0,16.0,16/01/2001,3.0,0.09,331.31,11.56,72.56,1.84,0.04,0.2,4.18,5.55,5.76,5.31,89.19,1.97,94.61,5.8,90.0,3.86,7.23,91.38,49200.0
16,979689600.0,2001.0,1.0,17.0,17/01/2001,3.0,0.1,307.41,12.2,75.33,1.91,0.04,0.19,4.48,1.15,1.78,3.54,82.06,0.86,94.99,6.17,20.62,4.07,7.61,21.19,135540.0
17,979776000.0,2001.0,1.0,18.0,18/01/2001,3.0,0.15,304.26,17.59,70.52,2.7,0.05,0.27,3.66,1.6,2.02,3.42,77.69,1.45,94.79,5.2,147.88,3.88,7.12,133.31,135480.0
18,979862400.0,2001.0,1.0,19.0,19/01/2001,3.0,0.75,246.62,76.29,78.28,9.44,0.13,0.68,3.43,1.13,1.33,2.69,65.94,0.0,95.49,5.05,244.5,4.39,7.12,244.75,135420.0
19,979948800.0,2001.0,1.0,20.0,20/01/2001,3.0,0.68,248.16,70.71,77.77,8.95,0.13,0.66,3.43,2.62,2.45,2.87,65.62,0.02,95.35,5.09,194.38,4.35,7.69,194.75,135360.0
20,980035200.0,2001.0,1.0,21.0,21/01/2001,4.0,0.62,262.73,65.37,76.05,8.2,0.13,0.67,3.68,3.62,3.01,3.11,63.81,0.01,95.71,5.29,248.75,4.25,7.2,249.06,135240.0
21,980121600.0,2001.0,1.0,22.0,22/01/2001,4.0,0.76,259.25,79.12,79.94,9.76,0.16,0.79,1.72,6.59,5.65,3.54,58.12,0.02,95.66,2.62,220.06,4.45,4.2,220.62,135180.0
22,980208000.0,2001.0,1.0,23.0,23/01/2001,4.0,0.66,286.13,70.95,78.27,9.02,0.16,0.82,2.04,7.92,7.87,4.27,64.12,0.03,95.24,3.14,185.94,4.29,4.84,186.25,135120.0
23,980294400.0,2001.0,1.0,24.0,24/01/2001,4.0,0.72,272.3,76.62,77.8,9.44,0.16,0.83,2.03,6.44,7.05,4.7,77.56,0.0,95.62,3.2,229.44,4.29,5.4,228.44,135000.0
24,980380800.0,2001.0,1.0,25.0,25/01/2001,4.0,0.41,328.59,46.82,71.49,6.33,0.12,0.65,4.14,7.38,7.56,5.74,84.94,0.0,95.36,5.85,151.25,3.92,7.92,151.81,134940.0
25,980467200.0,2001.0,1.0,26.0,26/01/2001,4.0,0.68,308.77,74.53,78.14,9.3,0.19,0.94,2.34,11.29,11.98,5.74,68.06,0.15,94.97,3.48,185.12,4.3,5.49,185.0,134820.0
26,980553600.0,2001.0,1.0,27.0,27/01/2001,4.0,0.12,352.98,14.42,67.56,2.15,0.05,0.25,5.43,6.34,6.7,5.55,85.44,6.56,94.82,7.55,93.12,3.68,9.63,95.31,134760.0
27,980640000.0,2001.0,1.0,28.0,28/01/2001,5.0,0.16,360.82,20.76,76.8,3.08,0.06,0.33,3.98,7.45,7.81,6.53,90.62,11.6,94.48,5.52,264.12,4.08,7.15,263.88,134640.0
28,980726400.0,2001.0,1.0,29.0,29/01/2001,5.0,0.75,261.88,81.96,83.41,10.14,0.18,0.91,6.16,6.04,5.83,3.72,64.88,0.54,93.98,8.73,258.94,4.67,12.1,259.56,134520.0
29,980812800.0,2001.0,1.0,30.0,30/01/2001,5.0,0.7,266.98,78.16,84.77,9.84,0.17,0.84,4.27,7.26,7.08,3.48,56.5,0.08,94.18,6.18,268.31,4.74,9.39,268.81,134520.0
30,980899200.0,2001.0,1.0,31.0,31/01/2001,5.0,0.75,253.29,84.04,85.48,10.39,0.18,0.88,2.38,4.49,4.85,3.05,58.06,0.0,95.18,3.6,173.12,4.75,5.46,173.12,134400.0
31,980985600.0,2001.0,2.0,1.0,01/02/2001,5.0,0.68,269.14,77.75,82.73,9.66,0.17,0.88,1.71,5.68,6.1,3.6,62.88,0.0,95.4,2.79,135.81,4.55,4.34,136.44,134340.0
32,981072000.0,2001.0,2.0,2.0,02/02/2001,5.0,0.75,251.71,84.41,86.24,10.42,0.18,0.88,1.99,4.16,4.91,3.17,65.5,0.0,95.77,3.08,137.88,4.84,4.83,138.94,134220.0
33,981158400.0,2001.0,2.0,3.0,03/02/2001,5.0,0.73,264.35,83.94,86.65,10.44,0.16,0.81,3.8,7.62,7.46,3.91,63.38,0.02,94.99,5.64,223.81,4.84,8.74,224.25,134100.0
34,981244800.0,2001.0,2.0,4.0,04/02/2001,6.0,0.67,275.52,79.2,87.53,10.06,0.17,0.85,3.21,7.49,7.15,3.6,58.94,0.0,95.54,4.73,76.5,4.82,6.67,76.69,133980.0
35,981331200.0,2001.0,2.0,5.0,05/02/2001,6.0,0.68,274.01,80.38,87.34,10.02,0.18,-999.0,4.16,10.02,9.41,4.46,56.81,0.0,94.97,6.06,213.19,4.79,8.66,213.5,133920.0
36,981417600.0,2001.0,2.0,6.0,06/02/2001,6.0,0.73,286.41,87.41,88.18,10.8,0.2,1.0,2.73,11.33,11.73,5.8,70.06,0.0,94.39,4.08,181.19,4.85,5.65,181.44,133800.0
37,981504000.0,2001.0,2.0,7.0,07/02/2001,6.0,0.61,323.91,74.13,86.09,9.51,0.19,0.96,4.51,14.4,14.26,7.87,75.56,0.24,94.18,6.51,185.56,4.73,9.27,186.06,133680.0
38,981590400.0,2001.0,2.0,8.0,08/02/2001,6.0,0.27,361.32,35.41,80.22,4.97,0.11,0.55,6.08,17.41,17.03,10.56,80.69,3.86,93.96,8.58,187.0,4.31,11.73,187.62,133560.0
39,981676800.0,2001.0,2.0,9.0,09/02/2001,6.0,0.76,261.21,90.92,93.51,11.42,0.25,1.24,4.39,4.52,5.32,2.93,53.44,0.33,95.18,6.14,212.38,5.23,8.42,226.69,133500.0
40,981763200.0,2001.0,2.0,10.0,10/02/2001,6.0,0.59,265.52,73.89,92.52,9.66,0.22,1.13,2.42,1.15,2.53,2.5,62.0,0.0,95.47,3.39,107.38,5.07,5.08,108.12,133440.0
41,981849600.0,2001.0,2.0,11.0,11/02/2001,7.0,0.39,328.75,51.93,87.09,7.07,0.17,0.91,3.36,7.75,8.59,5.13,74.62,0.13,94.99,4.7,165.56,4.65,6.55,166.62,133320.0
42,981936000.0,2001.0,2.0,12.0,12/02/2001,7.0,0.24,346.98,33.85,85.48,4.84,0.12,0.62,2.51,11.49,11.73,8.3,91.44,0.95,94.97,3.56,172.0,4.53,5.34,172.81,133200.0
43,982022400.0,2001.0,2.0,13.0,13/02/2001,7.0,0.35,367.9,48.2,88.48,6.73,0.16,0.88,3.48,15.7,15.73,10.13,86.81,1.33,94.74,5.0,196.25,4.68,7.66,196.56,133080.0
44,982108800.0,2001.0,2.0,14.0,14/02/2001,7.0,0.32,365.14,43.97,82.07,6.01,0.15,0.79,2.97,17.26,17.12,10.07,80.0,1.88,94.29,4.38,197.5,4.44,6.7,197.88,132960.0
45,982195200.0,2001.0,2.0,15.0,15/02/2001,7.0,0.13,363.48,19.7,77.71,2.84,0.07,0.38,2.99,7.7,8.45,6.35,88.19,16.95,94.33,4.05,87.69,4.2,4.75,86.06,132840.0
46,982281600.0,2001.0,2.0,16.0,16/02/2001,7.0,0.3,310.36,42.38,95.51,6.09,0.15,0.8,4.16,4.68,5.74,3.97,72.5,4.98,95.45,5.73,96.81,5.25,7.21,96.69,132780.0
47,982368000.0,2001.0,2.0,17.0,17/02/2001,7.0,0.74,248.8,95.3,99.03,11.99,0.27,1.41,2.03,2.4,3.82,2.99,66.31,0.0,96.11,3.03,65.56,5.49,4.92,65.69,132660.0
48,982454400.0,2001.0,2.0,18.0,18/02/2001,8.0,0.64,277.05,84.52,96.03,10.81,0.26,1.38,3.13,5.64,6.01,3.85,68.88,0.0,95.57,4.58,174.44,5.28,7.2,174.88,132540.0
49,982540800.0,2001.0,2.0,19.0,19/02/2001,8.0,0.52,308.16,72.0,93.25,9.43,0.23,1.22,3.72,11.03,11.07,6.23,72.88,0.0,94.82,5.36,205.56,5.07,8.16,205.88,132420.0
50,982627200.0,2001.0,2.0,20.0,20/02/2001,8.0,0.63,332.53,87.31,96.16,11.14,0.25,1.29,2.83,15.05,15.28,7.87,75.31,0.01,94.84,4.12,227.81,5.16,6.53,228.06,132300.0
51,982713600.0,2001.0,2.0,21.0,21/02/2001,8.0,0.29,353.12,43.03,94.86,6.11,0.15,0.77,2.42,10.21,11.62,6.53,80.06,0.12,95.12,3.34,128.25,5.12,4.47,157.06,132180.0
52,982800000.0,2001.0,2.0,22.0,22/02/2001,8.0,0.25,353.27,38.34,95.3,5.62,0.15,0.77,3.12,7.95,9.44,5.37,76.56,0.88,95.0,4.22,91.81,5.13,5.25,92.88,132120.0
53,982886400.0,2001.0,2.0,23.0,23/02/2001,8.0,0.11,366.51,18.09,87.86,2.57,0.05,0.28,6.08,14.18,14.23,9.77,89.25,8.15,93.96,8.52,159.38,4.73,11.3,160.75,132000.0
54,982972800.0,2001.0,2.0,24.0,24/02/2001,8.0,0.72,302.85,98.07,103.71,12.66,0.29,1.48,6.75,13.62,13.54,5.37,52.56,1.9,93.84,9.56,246.62,5.73,13.3,247.31,131880.0
55,983059200.0,2001.0,2.0,25.0,25/02/2001,9.0,0.75,294.09,104.54,105.7,13.41,0.27,1.34,2.28,12.15,13.05,4.39,51.0,0.38,94.97,3.4,187.19,5.74,5.73,213.81,131760.0
56,983145600.0,2001.0,2.0,26.0,26/02/2001,9.0,0.33,355.48,49.76,88.29,6.7,0.16,0.84,3.01,13.5,14.21,7.63,76.56,1.58,95.0,4.23,128.19,4.85,5.99,129.12,131580.0
57,983232000.0,2001.0,2.0,27.0,27/02/2001,9.0,0.3,372.02,47.08,92.26,6.45,0.16,0.87,4.12,13.87,14.25,9.4,85.94,7.48,94.74,5.8,123.69,4.96,7.8,124.19,131520.0
58,983318400.0,2001.0,2.0,28.0,28/02/2001,9.0,0.15,317.98,24.72,96.02,3.66,0.09,0.52,3.94,1.19,2.5,3.23,73.75,2.1,95.05,5.32,72.19,5.17,6.23,72.19,131400.0
59,983404800.0,2001.0,3.0,1.0,01/03/2001,9.0,0.45,321.24,67.94,98.39,9.1,0.24,1.3,1.55,7.42,7.17,4.33,63.75,0.97,94.4,2.18,276.5,5.32,2.8,276.62,131280.0
60,983491200.0,2001.0,3.0,2.0,02/03/2001,9.0,0.29,333.26,46.07,100.26,6.57,0.16,0.87,1.77,10.31,10.31,5.49,68.44,1.76,93.98,2.81,134.31,5.45,4.73,134.81,131160.0
61,983577600.0,2001.0,3.0,3.0,03/03/2001,9.0,0.3,324.64,47.83,106.71,6.86,0.17,0.91,1.53,10.51,11.22,6.16,74.94,1.73,93.85,2.3,158.31,5.74,3.34,158.19,131100.0
62,983664000.0,2001.0,3.0,4.0,04/03/2001,10.0,0.72,297.27,105.72,109.45,13.63,0.33,1.66,2.38,11.03,10.98,5.13,62.94,0.6,95.02,3.49,240.19,5.95,4.86,239.94,130920.0
63,983750400.0,2001.0,3.0,5.0,05/03/2001,10.0,0.76,281.96,110.76,113.09,14.33,0.35,1.79,1.76,12.71,12.58,4.7,52.75,0.0,95.56,2.65,229.0,6.22,4.31,229.19,130800.0
64,983836800.0,2001.0,3.0,6.0,06/03/2001,10.0,0.53,305.73,81.01,104.66,10.56,0.26,1.36,3.12,12.12,12.23,5.74,64.5,1.13,95.2,4.62,187.88,5.72,7.36,188.38,130680.0
65,983923200.0,2001.0,3.0,7.0,07/03/2001,10.0,0.53,339.02,82.25,108.62,10.9,0.27,1.38,2.7,13.4,14.43,6.96,71.94,0.11,94.99,3.95,173.38,5.83,6.08,173.44,130620.0
66,984009600.0,2001.0,3.0,8.0,08/03/2001,10.0,0.32,353.16,51.87,106.48,7.18,0.19,0.98,4.49,13.56,14.15,7.08,73.25,14.54,94.41,6.28,167.0,5.76,8.2,167.44,130500.0
67,984096000.0,2001.0,3.0,9.0,09/03/2001,10.0,0.45,327.41,70.64,113.7,9.61,0.2,1.04,2.55,10.48,12.11,5.68,70.44,0.32,94.93,3.57,162.06,6.17,5.02,162.56,130320.0
68,984182400.0,2001.0,3.0,10.0,10/03/2001,10.0,0.33,335.96,54.34,106.88,7.56,0.16,0.85,4.64,12.11,12.79,6.96,77.0,0.0,94.11,6.54,178.81,5.83,8.91,179.56,130260.0
69,984268800.0,2001.0,3.0,11.0,11/03/2001,11.0,0.59,351.4,92.65,108.5,12.05,0.24,1.2,3.02,15.77,16.32,7.2,64.44,1.78,93.8,4.42,231.81,5.87,6.69,232.25,130140.0
70,984355200.0,2001.0,3.0,12.0,12/03/2001,11.0,0.79,286.53,119.79,119.98,15.53,0.3,1.5,3.8,13.66,13.76,4.39,45.31,0.05,94.12,5.71,277.19,6.67,8.73,277.38,130020.0
71,984441600.0,2001.0,3.0,13.0,13/03/2001,11.0,0.42,321.36,70.02,117.76,9.76,0.22,1.1,2.1,12.28,12.3,5.37,58.06,0.16,94.5,3.29,226.94,6.44,5.7,227.75,129840.0
72,984528000.0,2001.0,3.0,14.0,14/03/2001,11.0,0.45,330.5,73.12,110.45,9.7,0.21,1.05,5.29,14.57,14.32,6.35,59.44,1.45,93.65,7.66,227.88,5.98,11.3,229.0,129780.0
73,984614400.0,2001.0,3.0,15.0,15/03/2001,11.0,0.8,263.35,122.54,123.09,15.98,0.3,1.51,5.98,11.03,11.39,3.3,42.5,0.0,94.21,8.52,256.44,6.91,11.69,256.75,129660.0
74,984700800.0,2001.0,3.0,16.0,16/03/2001,11.0,0.77,262.78,121.08,122.41,15.72,0.33,1.65,3.15,7.6,9.05,3.42,53.12,0.15,94.9,4.46,60.75,6.79,6.58,61.88,129540.0
75,984787200.0,2001.0,3.0,17.0,17/03/2001,11.0,0.32,329.71,54.88,101.02,7.35,0.16,0.8,3.85,7.98,8.33,4.39,64.88,2.49,95.02,5.44,112.12,5.75,7.39,112.81,129420.0
76,984873600.0,2001.0,3.0,18.0,18/03/2001,12.0,0.17,335.3,32.22,109.3,4.73,0.11,0.55,1.83,6.46,8.01,4.94,79.06,1.85,95.19,2.56,109.94,6.07,3.49,110.31,129300.0
77,984960000.0,2001.0,3.0,19.0,19/03/2001,12.0,0.43,311.09,71.88,119.8,9.82,0.2,0.99,2.62,7.44,8.47,4.33,68.31,0.0,95.4,3.74,238.38,6.63,4.98,237.75,129180.0
78,985046400.0,2001.0,3.0,20.0,20/03/2001,12.0,0.77,278.59,124.58,124.62,16.07,0.31,1.55,1.38,11.55,12.17,4.39,54.88,0.0,95.18,2.29,211.38,6.82,3.75,214.5,129060.0
79,985132800.0,2001.0,3.0,21.0,21/03/2001,12.0,0.76,296.93,124.8,125.46,16.17,0.34,1.71,3.61,15.62,15.9,5.31,50.69,0.0,94.8,5.32,196.94,6.84,8.27,197.62,128940.0
80,985219200.0,2001.0,3.0,22.0,22/03/2001,12.0,0.73,311.44,120.68,122.85,15.52,0.34,1.73,3.45,17.12,17.79,6.65,56.62,0.0,94.39,4.95,172.56,6.71,7.34,172.06,128820.0
81,985305600.0,2001.0,3.0,23.0,23/03/2001,12.0,0.7,336.49,117.88,122.23,15.27,0.37,1.84,1.69,17.35,18.46,8.97,72.31,7.8,94.42,2.66,87.56,6.57,4.45,89.44,128700.0
82,985392000.0,2001.0,3.0,24.0,24/03/2001,12.0,0.15,361.8,29.65,116.48,4.44,0.12,0.59,4.04,9.14,9.62,6.35,80.0,2.8,95.17,5.82,75.06,6.29,7.81,75.25,128580.0
83,985478400.0,2001.0,3.0,25.0,25/03/2001,13.0,0.41,334.8,73.47,122.2,10.16,0.24,1.22,2.44,7.73,9.66,4.09,62.19,0.03,95.46,3.44,63.0,6.68,4.99,63.62,128460.0
84,985564800.0,2001.0,3.0,26.0,26/03/2001,13.0,0.19,339.95,35.56,105.85,4.93,0.12,0.58,3.35,5.69,6.8,4.21,70.75,1.12,95.32,4.59,85.88,5.94,5.51,87.94,128340.0
85,985651200.0,2001.0,3.0,27.0,27/03/2001,13.0,0.12,350.99,23.78,114.92,3.48,0.08,0.38,3.13,6.26,6.95,5.43,86.75,2.69,94.91,4.3,109.94,6.22,5.17,111.75,128220.0
86,985737600.0,2001.0,3.0,28.0,28/03/2001,13.0,0.19,348.83,37.66,121.9,5.57,0.12,0.64,1.29,8.71,10.37,5.86,80.19,1.37,94.28,1.77,144.06,6.59,2.38,140.88,128100.0
87,985824000.0,2001.0,3.0,29.0,29/03/2001,13.0,0.44,348.98,80.99,130.66,11.58,0.25,1.26,1.98,10.82,12.63,6.35,76.38,1.32,94.03,2.77,143.25,7.02,3.77,142.12,127980.0
88,985910400.0,2001.0,3.0,30.0,30/03/2001,13.0,0.42,343.11,78.51,129.14,10.9,0.23,1.16,1.57,11.99,12.54,7.32,80.31,3.11,94.14,2.39,154.56,6.89,3.64,156.12,127920.0
89,985996800.0,2001.0,3.0,31.0,31/03/2001,13.0,0.57,339.97,103.34,128.7,13.8,0.28,1.41,2.27,13.94,15.19,7.08,71.44,0.06,94.52,3.36,94.69,6.85,5.08,95.56,127740.0
90,986083200.0,2001.0,4.0,1.0,01/04/2001,14.0,0.46,365.41,86.1,126.2,11.83,0.27,1.38,4.59,17.51,18.07,8.97,71.81,0.01,94.16,6.6,184.06,6.8,9.27,184.88,127620.0
91,986169600.0,2001.0,4.0,2.0,02/04/2001,14.0,0.51,376.72,93.76,124.3,12.43,0.3,1.48,3.82,21.27,21.69,10.13,66.94,0.0,93.79,5.54,205.19,6.67,8.0,206.06,127560.0
92,986256000.0,2001.0,4.0,3.0,03/04/2001,14.0,0.34,376.7,65.34,124.7,8.94,0.21,1.08,2.77,21.4,21.47,11.6,72.75,0.0,94.13,4.11,206.06,6.66,6.48,207.75,127440.0
93,986342400.0,2001.0,4.0,4.0,04/04/2001,14.0,0.5,386.38,92.2,123.69,12.16,0.3,1.48,3.23,22.87,23.77,12.39,71.5,0.0,94.4,4.62,184.94,6.76,6.74,185.38,127260.0
94,986428800.0,2001.0,4.0,5.0,05/04/2001,14.0,0.27,396.2,53.05,121.41,7.43,0.2,0.98,4.51,24.42,25.19,13.18,69.5,0.0,94.37,6.39,174.56,6.53,8.59,175.56,127200.0
95,986515200.0,2001.0,4.0,6.0,06/04/2001,14.0,0.34,379.01,66.52,121.63,8.92,0.24,1.22,5.66,21.73,21.64,11.54,67.25,0.0,94.01,8.19,198.81,6.55,11.43,199.62,127080.0
96,986601600.0,2001.0,4.0,7.0,07/04/2001,14.0,0.54,361.72,99.2,120.3,12.61,0.33,1.66,2.71,19.14,20.0,5.74,42.94,0.0,94.43,4.02,226.19,6.64,6.47,226.5,126960.0
97,986688000.0,2001.0,4.0,8.0,08/04/2001,15.0,0.58,386.98,109.71,128.59,14.38,0.37,1.84,4.48,23.37,23.83,10.93,63.75,0.0,94.18,6.49,188.62,6.85,9.33,189.31,126840.0
98,986774400.0,2001.0,4.0,9.0,09/04/2001,15.0,0.45,382.98,87.58,124.49,11.54,0.3,1.51,3.85,22.19,22.66,12.21,71.69,2.82,94.07,5.57,181.75,6.7,7.96,182.5,126720.0
99,986860800.0,2001.0,4.0,10.0,10/04/2001,15.0,0.41,392.04,81.51,126.85,11.05,0.31,1.56,5.11,22.59,22.68,13.12,74.38,8.3,93.57,7.36,178.94,6.73,10.16,179.88,126600.0
100,986947200.0,2001.0,4.0,11.0,11/04/2001,15.0,0.79,305.61,140.69,143.32,18.86,0.51,2.64,4.74,16.56,16.57,3.72,32.0,1.29,93.97,7.04,262.88,8.04,9.88,263.19,126540.0
101,987033600.0,2001.0,4.0,12.0,12/04/2001,15.0,0.35,360.75,71.3,135.63,9.98,0.25,1.27,1.8,15.68,16.39,5.31,47.44,0.11,94.47,2.87,140.69,7.33,4.31,141.5,126420.0
102,987120000.0,2001.0,4.0,13.0,13/04/2001,15.0,0.39,382.04,77.67,123.94,10.28,0.27,1.38,2.05,18.69,19.44,10.93,76.5,0.18,94.74,3.05,154.19,6.68,4.79,154.75,126240.0
103,987206400.0,2001.0,4.0,14.0,14/04/2001,15.0,0.41,397.35,82.58,125.71,10.99,0.31,1.56,3.2,23.22,23.37,13.37,73.19,0.26,94.32,4.7,195.75,6.68,7.2,196.5,126180.0
104,987292800.0,2001.0,4.0,15.0,15/04/2001,16.0,0.7,356.23,130.99,134.49,17.01,0.46,2.38,4.27,20.75,21.48,8.24,54.12,0.02,94.6,6.15,119.81,7.27,8.6,105.62,126060.0
105,987379200.0,2001.0,4.0,16.0,16/04/2001,16.0,0.63,369.32,123.54,137.08,16.3,0.43,2.18,3.77,20.11,21.3,9.83,65.19,2.03,95.01,5.32,101.12,7.32,7.09,103.0,125940.0
106,987465600.0,2001.0,4.0,17.0,17/04/2001,16.0,0.28,360.96,59.46,139.2,8.69,0.23,1.13,4.72,11.05,12.68,4.33,51.62,1.03,95.98,6.62,45.56,7.48,8.12,46.12,125880.0
107,987552000.0,2001.0,4.0,18.0,18/04/2001,16.0,0.59,355.91,115.72,138.25,15.45,0.38,1.91,3.57,15.06,16.37,5.68,51.12,0.08,95.45,5.09,174.44,7.5,6.85,175.38,125760.0
108,987638400.0,2001.0,4.0,19.0,19/04/2001,16.0,0.51,377.2,101.91,133.49,13.42,0.34,1.7,5.76,20.36,20.9,9.58,63.19,0.0,94.42,8.27,197.94,7.13,11.06,198.88,125580.0
109,987724800.0,2001.0,4.0,20.0,20/04/2001,16.0,0.45,391.8,93.98,138.36,12.88,0.34,1.73,6.2,24.73,25.23,11.84,62.38,0.01,94.24,8.88,192.69,7.29,11.79,193.81,125460.0
110,987811200.0,2001.0,4.0,21.0,21/04/2001,16.0,0.23,392.53,50.54,130.57,7.11,0.18,0.89,6.41,22.38,22.75,12.08,68.62,0.42,94.4,9.2,177.56,6.98,12.0,178.5,125400.0
111,987897600.0,2001.0,4.0,22.0,22/04/2001,17.0,0.59,379.12,116.56,135.08,15.16,0.38,1.89,5.89,21.6,21.67,8.24,49.94,2.94,94.29,8.67,233.31,7.18,11.91,233.0,125280.0
112,987984000.0,2001.0,4.0,23.0,23/04/2001,17.0,0.71,320.7,138.48,146.41,18.48,0.45,2.26,3.91,15.97,17.0,4.15,36.81,0.03,95.15,5.72,81.0,7.96,8.42,80.94,125160.0
113,988070400.0,2001.0,4.0,24.0,24/04/2001,17.0,0.78,294.13,149.22,149.53,19.77,0.46,2.3,2.88,15.87,16.9,4.39,42.44,0.0,95.61,4.4,79.0,8.24,6.63,78.56,125100.0
114,988156800.0,2001.0,4.0,25.0,25/04/2001,17.0,0.77,295.29,147.95,147.96,19.45,0.45,2.27,2.36,17.65,18.87,5.19,43.94,0.0,95.53,3.59,161.56,8.14,5.48,160.94,124980.0
115,988243200.0,2001.0,4.0,26.0,26/04/2001,17.0,0.72,316.95,139.48,147.52,18.44,0.45,2.26,3.27,18.89,20.06,5.55,44.19,0.0,95.24,4.76,184.88,8.12,7.19,185.0,124860.0
116,988329600.0,2001.0,4.0,27.0,27/04/2001,17.0,0.75,312.37,146.97,147.14,19.27,0.45,2.27,3.35,18.5,19.8,6.35,49.38,0.0,95.15,4.89,166.75,7.99,7.16,167.31,124800.0
117,988416000.0,2001.0,4.0,28.0,28/04/2001,17.0,0.71,324.57,140.32,144.78,18.31,0.41,2.06,3.87,19.1,20.47,7.39,55.62,0.02,95.13,5.52,156.62,7.86,7.78,157.25,124680.0
118,988502400.0,2001.0,4.0,29.0,29/04/2001,18.0,0.74,321.21,146.32,146.44,19.11,0.42,2.09,4.16,19.61,20.91,7.69,55.62,0.17,95.12,5.95,156.31,7.97,8.25,157.0,124560.0
119,988588800.0,2001.0,4.0,30.0,30/04/2001,18.0,0.53,363.89,110.27,142.09,14.75,0.35,1.75,3.9,20.66,21.44,8.79,56.75,0.47,94.9,5.62,178.81,7.59,7.97,179.75,124440.0
120,988675200.0,2001.0,5.0,1.0,01/05/2001,18.0,0.54,379.27,111.23,137.68,14.55,0.35,1.77,4.45,23.48,24.58,10.44,59.0,1.9,94.36,6.37,184.5,7.41,8.62,185.75,124380.0
121,988761600.0,2001.0,5.0,2.0,02/05/2001,18.0,0.66,371.59,135.02,145.01,17.73,0.42,2.1,5.41,23.49,24.14,11.23,62.0,4.89,94.02,7.78,179.31,7.75,10.41,180.25,124260.0
