,UnixTime,YEAR,MO,DY,date,week,ALLSKY_KT,Radiation,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PRESSION,SPEED,WIND,CLRSKY_SFC_SW_DWN,WS50M,WD50M,DayLengthinsec
614,1031356800.0,2002.0,9.0,7.0,07/09/2002,36.0,0.33,409.76,64.05,125.3,9.13,0.24,1.2,3.59,25.9,26.9,13.37,61.44,4.35,94.44,5.12,65.75,6.46,6.83,66.12,127440.0
615,1031443200.0,2002.0,9.0,8.0,08/09/2002,37.0,0.44,417.31,83.85,123.66,11.54,0.3,1.54,3.7,24.98,26.22,15.69,76.62,5.89,94.54,5.14,73.38,6.36,6.59,74.25,127620.0
616,1031529600.0,2002.0,9.0,9.0,09/09/2002,37.0,0.42,417.52,81.02,123.5,11.17,0.3,1.49,3.08,25.4,26.94,15.14,72.75,4.42,94.65,4.27,90.81,6.35,5.69,91.0,127680.0
617,1031616000.0,2002.0,9.0,10.0,10/09/2002,37.0,0.45,407.01,84.92,125.34,11.66,0.3,1.52,2.5,25.62,27.1,13.43,64.44,0.78,94.71,3.55,80.5,6.51,5.29,80.75,127800.0
618,1031702400.0,2002.0,9.0,11.0,11/09/2002,37.0,0.58,394.1,103.9,120.4,13.43,0.34,1.7,1.98,25.92,27.49,10.74,51.19,0.01,94.71,2.93,54.81,6.37,4.52,55.06,127980.0
619,1031788800.0,2002.0,9.0,12.0,12/09/2002,37.0,0.56,394.22,97.59,108.41,12.19,0.3,1.49,1.92,27.07,28.17,10.8,47.5,0.2,94.55,2.77,166.62,5.83,4.04,166.44,128040.0
620,1031875200.0,2002.0,9.0,13.0,13/09/2002,37.0,0.6,392.36,103.74,109.73,12.98,0.31,1.59,3.45,26.84,27.86,11.66,52.44,3.55,94.27,4.89,190.94,5.89,7.0,191.5,128160.0
621,1031961600.0,2002.0,9.0,14.0,14/09/2002,37.0,0.62,401.76,105.71,110.88,13.3,0.32,1.64,2.12,25.9,26.76,13.0,60.38,9.74,94.4,3.09,147.0,5.94,4.72,148.75,128280.0
622,1032048000.0,2002.0,9.0,15.0,15/09/2002,38.0,0.31,405.2,58.23,104.48,7.84,0.19,0.97,3.55,22.61,23.76,12.21,68.88,0.84,95.01,4.98,27.38,5.6,6.56,27.94,128400.0
623,1032134400.0,2002.0,9.0,16.0,16/09/2002,38.0,0.48,400.66,83.59,111.04,10.9,0.27,1.38,1.62,23.92,25.95,10.44,55.62,0.04,94.86,2.37,116.25,5.91,3.76,128.38,128520.0
624,1032220800.0,2002.0,9.0,17.0,17/09/2002,38.0,0.72,383.84,124.48,125.25,16.27,0.41,2.11,3.78,26.15,27.23,12.7,60.81,1.76,94.31,5.35,201.12,6.55,7.45,202.38,128640.0
625,1032307200.0,2002.0,9.0,18.0,18/09/2002,38.0,0.66,398.29,114.8,123.4,15.25,0.41,2.09,5.42,26.85,27.05,15.2,67.56,11.71,93.75,7.75,196.12,6.37,10.33,197.0,128760.0
626,1032393600.0,2002.0,9.0,19.0,19/09/2002,38.0,0.6,376.8,104.27,123.28,13.95,0.36,1.85,3.91,20.92,21.58,10.38,63.94,9.5,93.99,5.59,306.38,6.46,7.8,305.81,128820.0
627,1032480000.0,2002.0,9.0,20.0,20/09/2002,38.0,0.77,326.68,126.7,126.71,16.58,0.39,1.97,2.18,21.43,21.95,7.2,46.62,0.0,94.24,3.32,262.69,6.83,5.52,263.31,129000.0
628,1032566400.0,2002.0,9.0,21.0,21/09/2002,38.0,0.75,342.99,124.09,124.16,16.18,0.39,1.97,3.7,23.67,24.21,8.42,47.25,0.0,94.28,5.3,170.38,6.6,7.76,171.0,129120.0
629,1032652800.0,2002.0,9.0,22.0,22/09/2002,39.0,0.74,349.29,123.37,124.11,16.12,0.4,2.01,3.49,21.8,22.64,8.42,51.25,0.0,95.0,5.05,57.75,6.55,7.32,58.19,129180.0
630,1032739200.0,2002.0,9.0,23.0,23/09/2002,39.0,0.73,349.68,122.69,122.76,15.98,0.38,1.89,2.63,20.91,22.01,7.69,49.12,0.0,95.08,3.86,57.06,6.43,6.21,57.25,129300.0
631,1032825600.0,2002.0,9.0,24.0,24/09/2002,39.0,0.77,320.4,123.27,123.28,16.05,0.38,1.92,2.34,19.34,20.2,5.8,42.5,0.0,95.01,3.66,63.44,6.64,5.75,63.5,129480.0
632,1032912000.0,2002.0,9.0,25.0,25/09/2002,39.0,0.68,352.16,111.06,120.02,14.48,0.34,1.72,1.59,20.86,21.33,7.14,44.44,0.0,94.6,2.51,64.0,6.36,3.52,64.62,129540.0
633,1032998400.0,2002.0,9.0,26.0,26/09/2002,39.0,0.75,344.72,119.48,119.52,15.47,0.38,1.93,1.86,23.26,22.93,8.06,46.06,0.0,94.13,2.76,156.81,6.39,3.67,156.75,129660.0
634,1033084800.0,2002.0,9.0,27.0,27/09/2002,39.0,0.73,350.09,118.15,118.16,15.25,0.38,1.95,2.12,24.23,24.87,7.39,40.44,0.0,94.24,3.27,220.06,6.28,5.3,219.69,129780.0
635,1033171200.0,2002.0,9.0,28.0,28/09/2002,39.0,0.74,347.48,117.95,117.97,15.22,0.38,1.91,3.27,24.54,25.23,8.3,44.88,0.0,94.56,4.79,183.94,6.3,7.61,184.06,129900.0
636,1033257600.0,2002.0,9.0,29.0,29/09/2002,40.0,0.74,348.0,116.75,116.77,15.04,0.37,1.88,3.3,23.37,24.29,9.22,53.94,0.0,94.68,4.79,174.62,6.23,7.41,174.88,130020.0
637,1033344000.0,2002.0,9.0,30.0,30/09/2002,40.0,0.63,387.24,102.48,113.97,13.41,0.34,1.71,3.88,24.52,25.56,11.96,61.81,0.0,94.51,5.54,182.44,5.9,7.91,183.12,130140.0
638,1033430400.0,2002.0,10.0,1.0,01/10/2002,40.0,0.65,396.23,104.26,113.57,13.7,0.35,1.81,4.55,26.15,27.16,13.18,62.44,0.08,94.37,6.45,167.12,5.87,8.66,168.06,130260.0
639,1033516800.0,2002.0,10.0,2.0,02/10/2002,40.0,0.68,388.1,107.53,110.7,13.81,0.34,1.73,4.54,26.53,27.61,13.37,61.44,0.11,94.33,6.44,165.06,5.8,8.66,166.19,130380.0
640,1033603200.0,2002.0,10.0,3.0,03/10/2002,40.0,0.59,401.88,93.16,110.74,12.36,0.31,1.64,3.09,26.48,27.63,13.18,60.44,0.06,94.03,4.45,175.06,5.76,6.63,176.25,130440.0
641,1033689600.0,2002.0,10.0,4.0,04/10/2002,40.0,0.73,361.66,111.68,112.48,14.35,0.36,1.82,3.29,22.46,23.51,5.49,32.31,0.0,94.55,4.74,119.94,5.97,7.0,119.81,130620.0
642,1033776000.0,2002.0,10.0,5.0,05/10/2002,40.0,0.63,382.42,98.61,107.72,12.77,0.32,1.65,3.57,22.9,23.89,8.06,43.88,0.38,94.9,5.09,117.5,5.61,7.2,118.75,130740.0
643,1033862400.0,2002.0,10.0,6.0,06/10/2002,41.0,0.61,398.78,95.29,108.15,12.45,0.31,1.62,3.05,24.22,24.58,14.83,76.06,13.16,94.8,4.38,153.5,5.62,6.22,153.88,130800.0
644,1033948800.0,2002.0,10.0,7.0,07/10/2002,41.0,0.22,399.98,36.54,102.27,5.35,0.14,0.75,3.1,17.29,18.16,9.52,73.5,10.73,95.02,4.33,37.06,5.3,5.42,38.12,130920.0
645,1034035200.0,2002.0,10.0,8.0,08/10/2002,41.0,0.27,393.82,44.1,100.66,6.25,0.16,0.8,2.43,18.51,18.59,12.94,91.75,26.93,94.5,3.59,150.56,5.25,5.2,151.94,131100.0
646,1034121600.0,2002.0,10.0,9.0,09/10/2002,41.0,0.22,400.98,35.26,103.23,5.14,0.12,0.62,2.33,18.65,19.51,11.29,81.06,4.34,94.63,3.32,242.62,5.43,4.59,242.06,131160.0
647,1034208000.0,2002.0,10.0,10.0,10/10/2002,41.0,0.23,393.21,37.5,106.52,5.6,0.12,0.64,1.53,17.44,18.3,9.95,77.75,0.08,94.82,2.22,207.06,5.61,3.14,221.44,131280.0
648,1034294400.0,2002.0,10.0,11.0,11/10/2002,41.0,0.46,371.37,68.86,103.03,9.26,0.21,-999.0,2.89,20.07,20.42,11.05,73.81,0.0,94.7,4.32,195.31,5.48,6.55,196.19,131400.0
649,1034380800.0,2002.0,10.0,12.0,12/10/2002,41.0,0.65,370.91,94.39,102.66,12.16,0.28,1.4,5.34,20.07,20.76,10.56,69.94,0.52,95.02,7.59,154.31,5.43,9.91,154.25,131460.0
650,1034467200.0,2002.0,10.0,13.0,13/10/2002,42.0,0.45,339.16,67.79,102.46,9.22,0.23,1.2,4.53,11.69,12.05,4.03,45.75,0.18,95.88,6.57,21.25,5.42,8.97,21.88,131640.0
651,1034553600.0,2002.0,10.0,14.0,14/10/2002,42.0,0.2,339.1,31.23,92.44,4.55,0.11,0.55,1.36,11.83,12.96,5.92,65.75,2.8,95.13,2.1,154.69,4.97,3.13,156.12,131760.0
652,1034640000.0,2002.0,10.0,15.0,15/10/2002,42.0,0.75,294.07,103.86,105.24,13.24,0.29,1.46,2.35,14.01,14.51,6.23,62.62,0.0,94.86,3.74,129.81,5.72,5.77,129.69,131880.0
653,1034726400.0,2002.0,10.0,16.0,16/10/2002,42.0,0.72,310.34,100.27,103.47,12.87,0.27,1.39,2.84,14.55,14.75,6.16,58.5,0.0,94.56,4.38,172.88,5.55,6.98,173.62,131940.0
654,1034812800.0,2002.0,10.0,17.0,17/10/2002,42.0,0.63,341.7,89.63,100.02,11.63,0.24,1.22,2.61,16.94,17.14,7.45,62.0,1.07,94.63,3.91,169.38,5.28,6.1,169.81,132060.0
655,1034899200.0,2002.0,10.0,18.0,18/10/2002,42.0,0.12,386.12,18.27,90.66,2.73,0.05,0.3,3.12,17.96,17.67,12.94,93.81,37.53,94.26,4.69,173.25,4.76,7.26,174.12,132180.0
656,1034985600.0,2002.0,10.0,19.0,19/10/2002,42.0,0.51,351.65,71.62,97.61,9.63,0.2,1.05,2.1,17.76,17.62,9.09,70.69,2.39,94.4,3.1,200.5,5.22,4.66,200.38,132300.0
657,1035072000.0,2002.0,10.0,20.0,20/10/2002,43.0,0.25,375.7,36.92,99.78,5.51,0.12,0.61,2.26,13.76,14.78,7.51,73.69,1.65,94.72,3.27,252.94,5.29,4.58,251.88,132420.0
658,1035158400.0,2002.0,10.0,21.0,21/10/2002,43.0,0.23,388.93,33.41,90.01,4.73,0.11,0.55,2.36,16.78,17.19,10.19,82.0,3.7,94.6,3.51,163.19,4.72,5.51,164.25,46140.0
659,1035244800.0,2002.0,10.0,22.0,22/10/2002,43.0,0.31,394.14,44.91,93.93,6.46,0.16,0.79,2.51,18.4,18.95,12.21,88.0,3.71,94.76,3.62,136.25,4.92,5.16,137.81,46260.0
660,1035331200.0,2002.0,10.0,23.0,23/10/2002,43.0,0.3,393.62,44.01,91.3,6.22,0.14,0.73,3.14,17.84,18.56,11.35,85.25,2.9,94.8,4.45,117.0,4.8,5.89,117.38,46380.0
661,1035417600.0,2002.0,10.0,24.0,24/10/2002,43.0,0.16,386.22,24.82,81.61,3.64,0.08,0.42,3.44,12.05,12.76,8.42,88.88,7.89,94.7,4.81,149.81,4.31,5.76,151.81,46440.0
662,1035504000.0,2002.0,10.0,25.0,25/10/2002,43.0,0.21,352.19,30.56,89.89,4.5,0.1,0.52,2.75,11.14,12.43,6.84,78.56,1.32,94.71,3.79,30.31,4.74,4.69,30.56,46560.0
663,1035590400.0,2002.0,10.0,26.0,26/10/2002,43.0,0.16,363.8,24.77,83.88,3.66,0.09,0.45,2.8,11.26,11.9,7.69,87.31,5.62,94.75,3.93,73.5,4.47,5.07,74.12,46680.0
664,1035676800.0,2002.0,10.0,27.0,27/10/2002,44.0,0.29,386.61,40.27,88.86,5.84,0.13,0.69,1.71,14.71,15.19,10.19,91.25,6.53,94.44,2.54,128.25,4.65,3.93,129.19,46800.0
665,1035763200.0,2002.0,10.0,28.0,28/10/2002,44.0,0.24,371.77,33.05,86.56,4.69,0.11,0.55,3.11,15.87,16.01,10.38,87.12,8.41,94.15,4.55,185.94,4.57,6.63,186.75,46920.0
666,1035849600.0,2002.0,10.0,29.0,29/10/2002,44.0,0.73,305.93,90.84,93.17,11.43,0.23,-999.0,1.85,14.14,13.81,6.9,69.81,0.14,94.11,2.99,229.31,5.02,4.38,229.25,46920.0
667,1035936000.0,2002.0,10.0,30.0,30/10/2002,44.0,0.26,344.13,34.38,89.58,4.99,0.11,0.58,3.7,10.19,10.7,6.04,74.25,0.38,94.91,5.42,96.12,4.81,7.52,95.69,47040.0
668,1036022400.0,2002.0,10.0,31.0,31/10/2002,44.0,0.18,355.32,25.01,83.9,3.75,0.09,0.45,2.89,8.28,9.61,5.07,71.56,0.81,95.36,4.05,50.69,4.54,5.23,51.69,47160.0
669,1036108800.0,2002.0,11.0,1.0,01/11/2002,44.0,0.09,354.44,12.86,81.41,2.0,0.05,0.23,3.03,7.63,8.11,6.04,88.0,8.93,95.52,4.26,58.06,4.31,5.26,59.12,47280.0
670,1036195200.0,2002.0,11.0,2.0,02/11/2002,44.0,0.09,359.97,13.01,81.47,2.03,0.05,0.25,1.77,9.44,9.83,7.14,91.94,5.08,95.1,2.55,118.81,4.29,3.66,121.12,47400.0
671,1036281600.0,2002.0,11.0,3.0,03/11/2002,45.0,0.19,358.24,25.26,83.13,3.77,0.09,0.47,3.1,10.1,10.56,7.26,89.12,1.45,94.93,4.49,121.12,4.4,5.84,121.31,47460.0
672,1036368000.0,2002.0,11.0,4.0,04/11/2002,45.0,0.18,339.36,24.14,79.73,3.6,0.09,0.45,2.16,6.48,6.84,5.13,82.0,2.64,94.77,3.09,111.62,4.2,4.04,112.38,47580.0
673,1036454400.0,2002.0,11.0,5.0,05/11/2002,45.0,0.7,286.82,82.84,87.24,10.44,0.23,-999.0,3.66,9.16,8.94,4.46,63.94,0.0,94.62,5.62,289.12,4.75,8.72,289.38,47640.0
674,1036540800.0,2002.0,11.0,6.0,06/11/2002,45.0,0.78,264.36,88.31,88.33,10.92,0.21,1.04,1.78,10.53,9.99,4.03,51.69,0.0,95.57,3.09,272.06,4.93,5.37,272.44,47760.0
675,1036627200.0,2002.0,11.0,7.0,07/11/2002,45.0,0.78,274.77,87.62,87.7,10.84,0.22,1.07,3.52,12.13,11.9,4.7,55.12,0.0,95.21,5.33,208.06,4.91,8.55,208.19,47880.0
676,1036713600.0,2002.0,11.0,8.0,08/11/2002,45.0,0.72,308.55,83.38,84.37,10.34,0.21,1.05,4.71,15.69,15.39,6.65,59.06,0.0,94.3,6.91,216.44,4.54,10.13,216.94,48000.0
677,1036800000.0,2002.0,11.0,9.0,09/11/2002,45.0,0.69,318.4,80.03,85.02,10.09,0.21,-999.0,5.24,18.62,18.12,7.2,55.19,0.0,93.71,7.68,244.31,4.52,11.17,245.25,48060.0
678,1036886400.0,2002.0,11.0,10.0,10/11/2002,46.0,0.69,333.82,80.28,85.01,10.08,0.2,-999.0,3.55,17.1,16.72,7.02,56.06,0.0,93.81,5.37,215.81,4.49,8.09,215.94,48120.0
679,1036972800.0,2002.0,11.0,11.0,11/11/2002,46.0,0.76,281.42,83.95,84.43,10.38,0.2,0.98,1.56,12.8,12.76,4.94,54.38,0.0,94.55,2.54,176.06,4.64,4.25,189.44,48180.0
680,1037059200.0,2002.0,11.0,12.0,12/11/2002,46.0,0.73,277.27,79.62,83.75,9.92,0.18,0.88,2.42,9.9,9.63,4.7,62.25,0.05,95.82,3.61,132.5,4.62,5.21,132.5,48300.0
681,1037145600.0,2002.0,11.0,13.0,13/11/2002,46.0,0.77,272.3,83.47,83.6,10.27,0.2,-999.0,3.53,10.78,10.69,4.7,59.0,0.14,95.27,5.35,200.81,4.58,8.23,201.06,48420.0
682,1037232000.0,2002.0,11.0,14.0,14/11/2002,46.0,0.74,287.87,81.04,81.09,9.98,0.2,0.95,3.77,11.99,12.15,5.68,64.5,0.03,94.41,5.52,195.69,4.41,8.3,195.94,48480.0
683,1037318400.0,2002.0,11.0,15.0,15/11/2002,46.0,0.5,303.54,55.69,79.9,7.25,0.13,0.67,2.95,8.23,8.44,5.8,81.88,1.92,94.92,4.27,140.69,4.32,6.31,141.88,48600.0
684,1037404800.0,2002.0,11.0,16.0,16/11/2002,46.0,0.7,280.12,74.91,79.88,9.3,0.16,0.8,2.59,8.34,8.42,4.52,66.44,0.0,95.53,3.99,317.69,4.37,6.13,318.06,48660.0
685,1037491200.0,2002.0,11.0,17.0,17/11/2002,47.0,0.77,266.37,80.23,80.27,9.86,0.17,0.85,4.08,10.46,10.23,3.91,50.69,0.0,94.82,6.05,222.5,4.46,9.27,222.88,48780.0
686,1037577600.0,2002.0,11.0,18.0,18/11/2002,47.0,0.59,291.54,63.88,77.88,8.3,0.16,0.79,3.68,11.67,11.41,5.0,59.75,0.0,95.01,5.54,159.88,4.3,8.64,160.38,48840.0
687,1037664000.0,2002.0,11.0,19.0,19/11/2002,47.0,0.77,269.09,78.98,79.49,9.71,0.16,0.81,1.62,11.3,10.35,4.33,52.94,0.0,95.4,2.65,152.75,4.42,4.13,153.12,48900.0
688,1037750400.0,2002.0,11.0,20.0,20/11/2002,47.0,0.66,281.1,68.78,78.1,8.64,0.14,0.68,3.3,11.19,10.9,4.15,51.31,0.0,95.28,5.08,318.69,4.3,8.33,319.19,48960.0
689,1037836800.0,2002.0,11.0,21.0,21/11/2002,47.0,0.75,282.57,78.36,78.55,9.57,0.16,0.77,2.53,12.84,12.45,5.0,55.19,0.0,95.29,4.13,257.12,4.26,7.05,257.44,49020.0
690,1037923200.0,2002.0,11.0,22.0,22/11/2002,47.0,0.74,282.67,77.34,78.17,9.47,0.16,-999.0,1.63,12.19,12.22,5.07,57.69,0.0,95.29,2.75,138.69,4.23,4.95,139.94,49140.0
691,1038009600.0,2002.0,11.0,23.0,23/11/2002,47.0,0.75,283.17,76.96,76.97,9.37,0.16,0.8,3.85,13.28,13.1,6.1,65.0,0.0,94.83,5.71,199.94,4.22,8.97,200.19,49200.0
692,1038096000.0,2002.0,11.0,24.0,24/11/2002,48.0,0.69,295.69,70.3,73.48,8.64,0.16,0.77,4.23,12.73,12.78,6.59,70.06,0.14,94.62,6.09,163.62,4.01,8.37,163.81,49260.0
693,1038182400.0,2002.0,11.0,25.0,25/11/2002,48.0,0.4,325.21,41.88,65.84,5.66,0.11,0.55,3.94,4.6,5.56,3.23,58.5,0.12,95.29,5.47,23.31,3.67,6.64,23.62,49320.0
694,1038268800.0,2002.0,11.0,26.0,26/11/2002,48.0,0.22,315.23,23.38,58.11,3.3,0.06,0.31,4.17,3.87,4.39,2.38,46.62,0.19,95.68,5.98,14.5,3.32,8.11,14.69,49440.0
695,1038355200.0,2002.0,11.0,27.0,27/11/2002,48.0,0.59,267.36,59.5,71.94,7.62,0.15,0.73,1.39,1.9,2.46,2.26,50.19,0.0,95.81,2.16,113.19,4.0,3.34,113.31,49440.0
696,1038441600.0,2002.0,11.0,28.0,28/11/2002,48.0,0.73,263.74,72.04,73.77,8.76,0.15,0.73,1.59,6.56,5.7,2.93,47.94,0.0,95.76,2.61,188.19,4.12,4.03,173.31,49500.0
697,1038528000.0,2002.0,11.0,29.0,29/11/2002,48.0,0.21,327.19,22.69,67.98,3.31,0.05,0.29,3.38,9.23,8.93,4.88,63.0,0.0,94.99,5.17,239.5,3.62,8.08,239.88,49560.0
698,1038614400.0,2002.0,11.0,30.0,30/11/2002,48.0,0.72,283.36,70.55,72.93,8.55,0.14,0.7,3.38,8.49,8.46,3.91,56.81,0.0,95.27,5.16,104.0,4.01,7.57,104.56,49620.0
699,1038700800.0,2002.0,12.0,1.0,01/12/2002,49.0,0.69,284.8,68.55,72.41,8.44,0.15,0.74,2.8,8.12,8.08,3.36,49.56,0.0,95.17,4.38,166.88,3.92,7.05,167.19,49680.0
700,1038787200.0,2002.0,12.0,2.0,02/12/2002,49.0,0.68,315.35,68.88,70.36,8.37,0.15,0.73,1.84,12.85,12.55,5.98,62.44,0.73,94.64,2.93,218.19,3.73,4.73,220.06,49740.0
701,1038873600.0,2002.0,12.0,3.0,03/12/2002,49.0,0.15,356.59,16.02,61.71,2.38,0.04,0.2,3.09,8.93,8.91,7.08,91.5,19.94,94.63,4.41,153.19,3.26,5.52,139.56,49740.0
702,1038960000.0,2002.0,12.0,4.0,04/12/2002,49.0,0.22,315.52,22.67,70.94,3.39,0.06,0.29,4.91,1.72,2.46,3.3,74.44,0.08,95.26,6.91,347.38,3.9,8.76,347.69,49800.0
703,1039046400.0,2002.0,12.0,5.0,05/12/2002,49.0,0.62,265.86,59.8,70.48,7.45,0.13,0.64,2.45,1.52,2.16,3.23,74.62,0.05,95.8,3.63,81.06,3.89,4.88,96.19,49860.0
704,1039132800.0,2002.0,12.0,6.0,06/12/2002,49.0,0.7,268.95,67.05,71.48,8.23,0.13,0.66,2.05,3.86,3.91,3.91,76.75,0.0,95.63,3.23,240.69,3.93,5.21,240.81,49920.0
705,1039219200.0,2002.0,12.0,7.0,07/12/2002,49.0,0.54,296.55,52.88,69.55,6.9,0.12,0.62,2.7,6.94,6.88,4.76,75.75,0.82,95.14,4.14,215.06,3.81,6.85,215.31,49920.0
706,1039305600.0,2002.0,12.0,8.0,08/12/2002,50.0,0.16,335.4,17.5,60.2,2.55,0.05,0.23,2.44,6.36,6.62,5.74,90.56,14.85,95.26,3.54,117.25,3.3,4.81,117.38,49980.0
707,1039392000.0,2002.0,12.0,9.0,09/12/2002,50.0,0.18,328.12,19.19,68.34,2.77,0.05,0.25,2.69,4.75,4.78,5.13,91.38,6.14,95.34,3.91,247.25,3.72,5.31,247.69,50040.0
708,1039478400.0,2002.0,12.0,10.0,10/12/2002,50.0,0.45,293.54,42.31,69.23,5.62,0.09,0.45,1.82,5.09,5.77,4.58,81.38,0.03,94.93,2.72,236.06,3.87,4.12,236.88,50040.0
709,1039564800.0,2002.0,12.0,11.0,11/12/2002,50.0,0.57,285.08,53.64,65.09,6.71,0.1,0.48,3.12,6.98,7.11,5.19,81.06,0.01,94.48,4.6,189.25,3.62,7.14,190.12,50040.0
710,1039651200.0,2002.0,12.0,12.0,12/12/2002,50.0,0.65,280.54,60.96,66.91,7.36,0.1,0.51,3.38,7.78,7.7,4.64,70.12,0.82,94.55,5.08,264.56,3.71,7.41,264.69,50100.0
711,1039737600.0,2002.0,12.0,13.0,13/12/2002,50.0,0.77,247.57,70.17,70.25,8.35,0.1,0.52,2.93,6.25,5.51,3.3,55.25,0.0,94.94,4.52,304.06,3.94,6.84,304.5,50100.0
712,1039824000.0,2002.0,12.0,14.0,14/12/2002,50.0,0.72,264.91,66.97,68.94,8.05,0.1,0.51,2.64,7.89,7.26,4.09,60.88,0.0,94.92,4.33,223.0,3.82,7.41,223.12,50100.0
713,1039910400.0,2002.0,12.0,15.0,15/12/2002,51.0,0.75,273.16,68.54,68.69,8.15,0.1,0.52,3.09,9.6,9.26,4.7,64.5,0.0,94.55,4.73,229.88,3.85,7.8,230.25,50160.0
714,1039996800.0,2002.0,12.0,16.0,16/12/2002,51.0,0.59,291.98,55.51,68.31,7.05,0.11,0.54,3.05,12.37,11.79,5.13,56.25,0.0,94.2,4.72,253.31,3.79,7.63,253.81,50160.0
715,1040083200.0,2002.0,12.0,17.0,17/12/2002,51.0,0.56,310.47,52.88,65.77,6.61,0.1,0.51,4.56,14.52,13.91,5.37,52.38,0.05,93.54,6.7,219.06,3.63,10.09,220.0,50160.0
716,1040169600.0,2002.0,12.0,18.0,18/12/2002,51.0,0.61,312.63,58.76,68.81,7.27,0.12,0.62,3.2,11.86,11.55,4.88,56.0,0.15,93.8,4.84,269.75,3.69,7.98,270.0,50220.0
717,1040256000.0,2002.0,12.0,19.0,19/12/2002,51.0,0.62,270.32,58.05,69.41,7.11,0.12,0.58,4.41,6.65,6.49,3.48,54.81,0.0,94.63,6.47,301.31,3.84,9.52,301.94,50160.0
718,1040342400.0,2002.0,12.0,20.0,20/12/2002,51.0,0.78,239.8,70.18,70.3,8.37,0.12,0.63,2.86,5.69,5.41,2.69,48.81,0.0,94.95,4.45,243.38,4.02,7.3,243.44,50220.0
719,1040428800.0,2002.0,12.0,21.0,21/12/2002,51.0,0.77,256.02,69.26,69.64,8.28,0.13,0.64,4.18,7.78,7.12,3.3,51.5,0.0,94.35,6.33,226.81,3.94,9.49,227.25,50160.0
720,1040515200.0,2002.0,12.0,22.0,22/12/2002,52.0,0.48,284.13,45.49,67.19,6.02,0.1,0.52,3.18,5.77,5.89,3.54,59.94,0.55,94.69,4.67,96.69,3.75,6.93,97.81,50220.0
721,1040601600.0,2002.0,12.0,23.0,23/12/2002,52.0,0.12,338.09,13.27,62.69,2.01,0.04,0.2,3.96,5.32,5.73,5.19,86.0,5.03,94.18,5.55,257.94,3.38,6.89,259.81,50160.0
722,1040688000.0,2002.0,12.0,24.0,24/12/2002,52.0,0.44,279.32,41.45,68.84,5.6,0.09,0.45,4.08,0.33,0.53,2.75,68.75,0.12,94.84,5.98,327.5,3.82,8.05,327.69,50220.0
723,1040774400.0,2002.0,12.0,25.0,25/12/2002,52.0,0.7,256.11,64.65,68.47,7.9,0.12,0.62,1.89,3.33,3.01,3.17,65.5,0.01,95.1,3.02,225.12,3.82,4.77,225.75,50160.0
724,1040860800.0,2002.0,12.0,26.0,26/12/2002,52.0,0.55,282.18,51.39,63.81,6.39,0.1,0.51,2.23,5.11,4.93,3.78,68.12,0.0,95.3,3.63,241.81,3.58,5.63,242.0,50100.0
725,1040947200.0,2002.0,12.0,27.0,27/12/2002,52.0,0.77,247.15,69.62,70.15,8.3,0.12,0.59,1.9,5.94,4.05,2.81,49.38,0.0,95.59,3.05,269.25,3.96,4.62,254.38,50160.0
726,1041033600.0,2002.0,12.0,28.0,28/12/2002,52.0,0.77,254.69,69.96,69.98,8.31,0.12,0.58,3.23,7.84,7.26,3.85,57.25,0.0,95.35,5.02,229.25,3.96,8.47,229.44,50100.0
727,1041120000.0,2002.0,12.0,29.0,29/12/2002,53.0,0.37,314.2,36.74,67.65,5.13,0.09,0.44,4.23,11.11,10.78,7.75,87.94,0.01,94.43,6.17,204.12,3.67,9.34,204.19,50040.0
728,1041206400.0,2002.0,12.0,30.0,30/12/2002,53.0,0.47,320.37,44.81,64.58,5.69,0.09,0.45,3.77,11.44,11.42,6.23,69.88,2.57,94.04,5.45,249.69,3.57,7.99,235.06,50100.0
729,1041292800.0,2002.0,12.0,31.0,31/12/2002,53.0,0.73,252.74,68.11,70.77,8.23,0.1,-999.0,3.09,6.76,5.93,3.05,50.0,0.0,94.62,4.54,285.62,3.95,6.33,286.31,50040.0
730,1041379200.0,2003.0,1.0,1.0,01/01/2003,1.0,0.76,254.75,70.78,71.15,8.48,0.12,0.6,5.96,7.8,7.62,3.36,50.94,0.0,94.22,8.54,279.12,3.97,11.81,279.62,49980.0
731,1041465600.0,2003.0,1.0,2.0,02/01/2003,1.0,0.77,240.05,70.93,71.66,8.49,0.11,0.55,3.41,5.04,4.14,2.93,54.12,0.02,95.34,5.03,314.06,4.04,7.05,314.81,49920.0
732,1041552000.0,2003.0,1.0,3.0,03/01/2003,1.0,0.77,256.0,71.88,72.05,8.59,0.12,0.6,2.52,7.29,6.65,3.48,54.69,0.0,95.25,4.15,252.31,4.0,6.84,252.38,49920.0
733,1041638400.0,2003.0,1.0,4.0,04/01/2003,1.0,0.73,262.45,69.73,71.95,8.45,0.13,-999.0,1.95,9.51,7.86,3.78,52.62,0.0,94.89,3.0,189.5,3.96,4.97,189.75,49920.0
