YEAR;MO;DY;date;week;Radiation;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WS10M_RANGE;WD10M;WS50M;WS50M_RANGE;WD50M;T2M;T2MDEW;T2MWET;TS;T2M_RANGE;T2M_MAX;T2M_MIN
1989;9;13;13/09/1989;37;3.38;6.29;23.62;0.0;98.27;4.49;6.13;166.31;6.12;6.67;166.75;33.15;5.38;19.26;32.88;-255.64;42.41;24.9
1989;9;14;14/09/1989;37;4.1;3.54;11.81;0.0;98.18;5.8;6.35;193.12;8.3;5.96;193.69;32.9;-1.31;15.8;32.56;-257.96;41.79;26.6
1989;9;15;15/09/1989;37;4.64;9.16;36.44;0.0;98.44;6.12;6.3;88.19;7.7;6.1;90.06;28.58;11.04;19.81;29.24;-261.98;35.12;23.95
1989;9;16;16/09/1989;37;4.92;7.45;39.44;0.0;98.73;6.34;4.26;60.12;8.37;4.38;60.25;25.81;8.52;17.17;27.15;-260.42;32.76;20.03
1989;9;17;17/09/1989;38;4.08;8.3;45.06;0.0;98.73;5.28;4.51;76.75;7.16;7.48;77.75;25.36;10.57;17.97;26.96;-258.17;32.92;17.94
1989;9;18;18/09/1989;38;4.14;6.65;34.0;0.0;98.61;5.38;5.16;83.44;7.29;8.08;84.12;26.85;7.33;17.09;28.18;-256.36;35.69;18.9
1989;9;19;19/09/1989;38;3.7;7.32;36.25;0.0;98.56;4.85;4.62;76.5;6.78;7.63;77.06;26.8;8.77;17.78;27.84;-257.8;34.75;19.4
1989;9;20;20/09/1989;38;3.45;8.67;41.62;0.0;98.63;4.52;6.14;87.88;6.2;8.91;88.5;27.42;11.08;19.26;29.25;-259.06;34.51;20.42
1989;9;21;21/09/1989;38;2.99;7.45;33.56;0.0;98.51;3.94;5.23;99.06;5.53;7.74;99.81;27.94;9.11;18.52;29.72;-259.38;34.68;20.9
1989;9;22;22/09/1989;38;3.77;7.2;29.25;0.0;98.27;4.96;4.56;121.06;6.94;7.16;122.31;29.48;8.58;19.03;30.71;-260.54;36.24;23.63
1989;9;23;23/09/1989;38;2.91;7.08;30.62;0.0;98.26;3.91;7.66;124.38;5.76;10.68;123.88;28.65;8.13;18.39;30.44;-259.01;36.09;21.96
1989;9;24;24/09/1989;39;4.63;10.74;48.38;0.0;98.53;5.95;2.95;55.38;7.77;5.08;55.69;28.48;14.46;21.47;29.75;-258.68;36.3;21.83
1989;9;25;25/09/1989;39;3.83;10.68;53.12;0.0;98.69;4.96;2.62;53.88;6.91;2.35;54.19;26.7;14.37;20.54;28.05;-260.01;33.36;20.22
1989;9;26;26/09/1989;39;1.63;10.07;47.25;0.05;98.46;2.2;3.77;222.56;3.25;7.02;221.94;26.98;13.8;20.39;28.55;-260.63;32.87;20.36
1989;9;27;27/09/1989;39;2.14;7.69;33.25;0.0;98.24;2.95;5.21;247.0;3.88;5.77;247.19;28.05;9.47;18.76;28.32;-261.35;34.33;22.53
1989;9;28;28/09/1989;39;2.34;7.39;33.19;0.0;98.24;3.34;2.59;263.25;5.24;5.2;262.19;27.07;9.13;18.1;28.32;-260.06;33.73;20.63
1989;9;29;29/09/1989;39;2.11;7.2;35.38;0.0;98.19;2.95;3.07;199.44;4.11;4.79;198.31;26.11;8.58;17.35;27.01;-261.87;31.8;20.51
1989;9;30;30/09/1989;39;1.48;6.65;32.88;0.0;98.32;2.2;2.72;173.62;3.37;6.32;172.19;26.23;7.41;16.82;27.26;-260.31;32.64;19.8
1989;10;1;01/10/1989;40;3.01;8.73;42.0;0.01;98.48;4.03;6.65;136.5;5.31;8.9;134.81;26.98;11.33;19.15;28.33;-260.09;33.78;20.72
1989;10;2;02/10/1989;40;3.98;9.34;51.62;0.01;98.62;5.06;2.83;49.56;6.5;4.84;50.06;23.73;12.28;18.01;25.29;-264.69;28.15;19.7
1989;10;3;03/10/1989;40;2.09;6.65;43.5;0.0;98.51;2.8;3.1;71.62;4.05;5.67;71.38;21.31;7.66;14.49;22.9;-261.07;27.04;14.96
1989;10;4;04/10/1989;40;1.43;5.98;35.5;0.0;98.6;2.23;5.0;158.19;3.43;8.02;161.94;23.23;6.1;14.66;24.73;-259.96;29.77;16.58
1989;10;5;05/10/1989;40;3.19;8.91;52.5;0.0;98.99;4.26;5.05;84.5;5.91;7.35;84.56;23.28;11.88;17.58;24.81;-261.19;29.54;17.58
1989;10;6;06/10/1989;40;2.17;6.77;38.19;0.0;98.92;2.91;4.07;159.19;4.23;6.95;160.06;23.87;8.04;15.95;25.26;-260.23;30.24;17.32
1989;10;7;07/10/1989;40;2.22;7.08;41.81;0.0;98.64;2.94;4.16;164.94;4.03;6.31;164.75;23.08;8.44;15.76;24.26;-260.95;29.23;17.02
1989;10;8;08/10/1989;41;2.38;5.86;33.5;0.0;97.86;3.26;5.25;215.38;4.3;5.68;214.94;23.04;5.71;14.37;22.39;-263.55;28.46;18.85
1989;10;9;09/10/1989;41;2.3;5.31;32.0;0.0;97.66;3.12;5.09;275.0;4.43;6.55;275.31;22.54;4.31;13.42;22.69;-261.96;29.12;17.94
1989;10;10;10/10/1989;41;2.58;4.76;33.81;0.0;98.44;3.74;3.07;254.88;5.41;2.71;254.06;19.87;2.59;11.23;20.64;-261.17;26.09;14.12
1989;10;11;11/10/1989;41;3.36;3.54;23.44;0.0;98.64;4.58;6.42;84.5;6.7;8.85;85.56;21.17;-1.33;9.92;21.95;-259.38;28.05;14.3
1989;10;12;12/10/1989;41;4.12;5.55;31.56;0.0;98.32;5.47;7.54;120.69;6.93;9.09;122.81;24.07;4.76;14.42;23.58;-259.4;31.51;17.75
1989;10;13;13/10/1989;41;2.19;6.1;29.31;0.0;98.12;3.05;6.62;208.31;4.41;7.54;209.44;26.31;6.25;16.28;26.15;-261.76;32.82;21.43
1989;10;14;14/10/1989;41;1.22;9.83;56.06;0.0;98.26;1.77;3.07;230.25;2.52;5.53;245.44;22.91;13.48;18.19;23.65;-264.64;27.25;18.74
1989;10;15;15/10/1989;42;3.52;9.34;53.12;0.0;98.51;4.7;4.66;85.12;6.66;6.32;85.44;24.4;12.22;18.31;25.15;-259.53;31.75;18.13
1989;10;16;16/10/1989;42;4.47;8.36;44.25;0.0;98.76;5.84;5.09;103.5;7.97;6.41;104.25;24.99;10.96;17.98;25.46;-259.4;32.27;18.52
1989;10;17;17/10/1989;42;3.75;8.0;43.62;0.0;99.13;4.92;3.82;74.19;6.9;6.42;74.62;24.22;10.48;17.34;24.84;-261.24;31.13;19.22
1989;10;18;18/10/1989;42;2.99;8.54;52.12;0.0;99.14;4.01;3.96;57.81;5.65;5.63;58.12;23.0;11.23;17.12;23.96;-260.22;29.97;17.04
1989;10;19;19/10/1989;42;1.97;6.84;39.44;0.0;99.02;2.91;2.39;174.75;4.65;5.48;174.44;23.4;8.17;15.79;24.38;-260.46;30.09;17.4
1989;10;20;20/10/1989;42;1.45;7.75;42.62;0.0;99.01;2.35;3.46;158.62;3.62;5.48;158.75;24.23;10.05;17.14;25.1;-261.1;30.63;18.58
1989;10;21;21/10/1989;42;2.65;7.32;41.19;0.0;99.18;3.75;4.87;77.88;5.45;7.36;77.94;23.65;9.18;16.41;24.39;-262.17;29.67;18.69
1989;10;22;22/10/1989;43;3.68;8.73;59.19;0.0;99.11;4.77;2.59;67.0;6.57;4.2;67.38;20.62;11.82;16.22;21.58;-263.48;25.66;15.99
1989;10;23;23/10/1989;43;2.26;8.73;63.19;0.08;98.78;3.1;2.43;37.88;4.67;4.77;37.88;19.36;11.55;15.45;20.18;-265.3;24.37;16.52
1989;10;24;24/10/1989;43;2.34;8.06;62.5;0.0;98.87;3.29;2.98;199.25;4.96;3.27;199.38;18.51;10.52;14.51;19.57;-262.23;24.26;13.34
1989;10;25;25/10/1989;43;2.45;8.12;56.0;0.07;98.98;3.29;3.84;236.25;4.63;4.79;235.81;20.01;10.65;15.33;20.48;-263.52;25.48;15.85
1989;10;26;26/10/1989;43;3.73;8.24;61.88;0.0;98.96;4.88;3.52;61.25;7.08;2.7;61.56;19.19;10.76;14.97;19.99;-262.67;25.14;14.66
1989;10;27;27/10/1989;43;1.68;7.32;60.0;0.0;98.81;2.36;3.9;123.81;3.67;6.3;123.19;18.23;8.9;13.57;19.05;-260.59;24.64;12.08
1989;10;28;28/10/1989;43;2.24;5.8;42.62;0.0;98.82;3.25;4.27;98.06;5.16;6.7;98.12;19.48;5.68;12.58;19.76;-259.45;26.47;12.76
1989;10;29;29/10/1989;44;2.16;5.68;38.25;0.0;99.06;3.11;3.16;77.19;5.19;6.82;78.12;20.8;5.41;13.1;21.56;-260.17;27.79;14.81
1989;10;30;30/10/1989;44;2.82;5.98;43.25;0.0;99.2;3.94;2.14;70.88;6.38;4.3;71.0;19.79;6.12;12.96;20.28;-260.12;27.18;14.15
1989;10;31;31/10/1989;44;2.23;8.12;60.06;0.0;99.12;3.12;4.86;170.62;4.77;7.13;170.31;19.23;10.76;15.0;20.23;-262.56;25.26;14.66
1989;11;1;01/11/1989;44;2.56;8.67;68.44;0.01;99.16;3.54;1.71;81.38;5.61;3.94;81.56;18.23;11.67;14.95;19.19;-261.25;24.47;12.57
1989;11;2;02/11/1989;44;2.11;7.26;57.31;0.0;99.16;2.88;3.62;93.69;4.34;6.56;93.88;18.49;8.9;13.69;18.88;-261.77;24.35;12.98
1989;11;3;03/11/1989;44;1.85;6.04;45.12;0.0;98.98;2.73;4.78;139.38;3.95;6.27;139.5;19.44;6.41;12.93;19.17;-259.27;26.57;12.69
1989;11;4;04/11/1989;44;2.53;4.76;34.62;0.0;98.69;3.45;5.12;153.5;5.03;7.63;154.19;19.61;2.9;11.26;18.82;-259.56;27.08;13.5
1989;11;5;05/11/1989;45;2.21;4.27;33.69;0.0;98.43;3.3;3.67;225.19;4.69;3.64;225.56;18.36;1.4;9.88;18.04;-258.32;26.76;11.94
1989;11;6;06/11/1989;45;3.31;4.58;39.25;0.0;98.12;4.67;6.74;260.5;6.83;7.2;260.56;16.7;2.19;9.44;16.34;-261.95;23.25;12.05
1989;11;7;07/11/1989;45;2.48;4.39;44.06;0.0;98.44;3.52;6.16;297.75;4.73;6.69;297.81;14.39;1.65;8.01;14.26;-262.45;20.1;9.4
1989;11;8;08/11/1989;45;1.09;4.64;41.69;0.0;98.83;1.56;1.74;176.56;2.07;2.4;177.12;15.8;2.57;9.19;15.3;-262.46;21.74;11.05
1989;11;9;09/11/1989;45;1.95;5.25;47.44;0.0;98.95;3.01;4.71;85.62;4.6;6.89;85.88;16.25;4.33;10.29;16.27;-260.35;23.26;10.45
1989;11;10;10/11/1989;45;2.05;4.76;42.62;0.0;99.15;3.16;3.59;66.31;5.25;6.83;66.62;16.33;2.88;9.6;16.57;-260.41;23.72;10.98
1989;11;11;11/11/1989;45;1.55;4.21;38.56;0.0;99.14;2.49;3.61;127.5;3.85;6.47;127.06;16.55;1.23;8.89;16.15;-259.69;23.91;10.45
1989;11;12;12/11/1989;46;1.58;3.78;33.94;0.0;98.98;2.55;4.38;108.5;3.98;6.44;108.0;16.36;-0.31;8.02;15.83;-259.22;24.1;10.17
1989;11;13;13/11/1989;46;1.83;4.52;42.44;0.0;98.95;2.99;3.71;115.31;4.76;6.47;115.31;15.8;2.08;8.94;15.8;-259.67;23.46;9.98
1989;11;14;14/11/1989;46;1.57;5.98;58.5;0.0;98.94;2.45;3.84;104.56;4.05;7.14;104.38;15.46;6.15;10.81;15.59;-259.74;22.8;9.39
1989;11;15;15/11/1989;46;2.51;4.88;46.0;0.0;98.86;3.61;5.58;113.0;5.41;7.58;113.19;16.15;3.26;9.71;15.33;-258.65;24.31;9.81
1989;11;16;16/11/1989;46;2.51;3.54;31.19;0.0;98.55;3.63;4.72;166.31;5.77;8.34;166.75;16.68;-1.32;7.68;16.15;-258.55;24.66;10.06
1989;11;17;17/11/1989;46;4.23;2.99;23.31;0.25;98.28;5.91;5.02;186.06;8.95;6.32;186.88;18.45;-3.42;7.51;17.69;-260.63;26.01;13.49
1989;11;18;18/11/1989;46;3.36;5.07;37.69;0.01;98.33;4.77;4.08;196.88;7.44;6.84;197.31;18.64;3.64;11.14;18.14;-260.5;26.13;13.48
1989;11;19;19/11/1989;47;3.59;4.7;45.12;0.0;98.5;4.95;4.32;262.69;7.17;5.77;263.19;14.77;2.37;8.57;14.98;-264.37;19.08;10.3
1989;11;20;20/11/1989;47;1.7;3.78;40.12;0.0;98.85;2.5;2.27;242.56;3.55;4.38;243.0;13.54;-0.3;6.62;12.63;-260.62;20.4;7.87
1989;11;21;21/11/1989;47;1.84;3.48;36.06;0.0;98.8;2.69;2.99;191.19;3.73;4.88;191.12;14.14;-1.39;6.37;12.15;-259.1;21.32;7.27
1989;11;22;22/11/1989;47;3.09;3.91;35.88;0.0;98.41;4.64;4.55;192.38;7.23;4.74;192.62;15.51;-0.33;7.58;14.44;-257.43;24.38;8.65
1989;11;23;23/11/1989;47;3.33;4.46;38.56;0.0;98.22;4.77;3.45;215.25;7.64;4.45;215.75;16.76;1.83;9.3;16.33;-258.42;25.3;10.58
1989;11;24;24/11/1989;47;3.44;4.82;36.62;0.0;98.22;4.75;3.2;226.88;7.59;4.19;227.44;18.08;2.87;10.48;17.97;-261.28;24.87;13.01
1989;11;25;25/11/1989;47;2.45;6.47;56.62;0.0;98.44;3.62;3.02;261.12;5.48;3.89;261.62;16.69;7.15;11.92;16.53;-261.61;23.48;11.94
1989;11;26;26/11/1989;48;2.54;6.16;51.06;0.0;98.29;3.85;2.82;223.38;5.99;3.34;224.06;17.25;6.49;11.87;16.79;-259.57;25.12;11.53
1989;11;27;27/11/1989;48;3.77;9.4;72.31;0.99;97.85;5.12;5.98;263.31;7.61;4.95;263.75;17.91;12.72;15.32;17.71;-265.42;22.61;14.88
1989;11;28;28/11/1989;48;1.5;8.0;69.38;0.03;98.19;2.23;2.55;241.88;3.24;5.15;242.38;16.77;10.17;13.47;16.92;-262.52;22.79;12.16
1989;11;29;29/11/1989;48;3.52;7.57;63.75;0.0;98.8;4.62;2.55;80.94;6.39;3.79;81.12;16.84;9.61;13.23;17.31;-265.85;21.16;13.86
1989;11;30;30/11/1989;48;3.67;6.65;64.31;0.01;99.02;4.98;4.12;97.81;7.27;4.3;98.06;14.93;7.69;11.31;14.66;-263.45;20.21;10.51
1989;12;1;01/12/1989;48;2.74;6.59;64.12;0.42;98.88;3.72;4.06;92.62;5.42;6.21;93.44;14.37;7.54;10.96;14.44;-267.13;17.59;11.57
1989;12;2;02/12/1989;48;2.47;7.14;77.62;0.03;99.01;3.55;3.3;167.25;5.4;4.73;167.75;12.95;8.77;10.86;13.11;-263.0;18.84;8.69
1989;12;3;03/12/1989;49;1.3;6.65;74.38;3.89;99.23;1.95;3.44;171.62;2.97;5.94;155.75;12.78;7.71;10.25;12.4;-262.64;19.32;8.8
1989;12;4;04/12/1989;49;1.84;6.16;71.5;1.13;99.28;2.88;3.16;99.56;4.4;5.55;99.56;12.33;6.64;9.48;11.94;-261.16;19.23;7.23
1989;12;5;05/12/1989;49;2.17;4.46;50.31;0.0;98.93;3.27;4.9;113.5;5.21;7.27;113.94;13.02;2.01;7.52;12.32;-259.56;21.01;7.42
1989;12;6;06/12/1989;49;1.48;4.15;43.69;0.0;98.76;2.46;4.16;116.81;3.77;6.51;116.19;13.8;1.11;7.45;13.37;-259.06;21.45;7.36
1989;12;7;07/12/1989;49;1.98;3.78;36.75;0.0;98.69;3.12;2.88;172.62;4.93;4.57;173.12;14.9;-0.35;7.27;14.46;-260.14;21.76;8.75
1989;12;8;08/12/1989;49;3.49;3.48;30.62;0.0;98.42;4.99;4.38;207.75;8.11;3.2;208.25;16.27;-1.46;7.4;15.58;-260.67;23.55;11.07
1989;12;9;09/12/1989;49;2.62;4.82;46.31;0.0;98.18;3.88;3.2;264.62;6.03;3.51;265.0;14.44;2.66;8.55;14.15;-262.88;20.45;10.18
1989;12;10;10/12/1989;50;2.46;5.68;61.62;0.0;98.37;3.78;3.59;277.88;5.58;3.25;278.31;13.11;5.42;9.26;12.65;-259.86;21.15;7.85
1989;12;11;11/12/1989;50;1.55;5.86;62.56;0.0;98.5;2.31;2.34;258.88;3.16;2.79;259.12;13.14;5.79;9.46;12.3;-263.08;18.78;8.7
1989;12;12;12/12/1989;50;1.15;5.74;58.5;0.0;98.58;1.54;3.01;240.5;1.95;3.33;240.75;13.85;5.63;9.74;12.3;-263.79;18.87;9.51
1989;12;13;13/12/1989;50;1.38;5.19;54.75;0.0;98.83;1.94;2.08;187.69;2.49;2.8;188.19;13.68;4.12;8.9;11.69;-261.33;19.87;8.05
1989;12;14;14/12/1989;50;1.98;4.64;49.56;0.0;99.09;3.02;2.78;206.75;4.38;4.73;207.0;13.62;2.63;8.12;12.4;-260.12;20.81;7.77
1989;12;15;15/12/1989;50;1.95;4.27;43.88;0.0;99.15;3.01;2.48;208.44;4.34;4.11;208.69;14.26;1.53;7.9;12.99;-260.17;21.32;8.34
1989;12;16;16/12/1989;50;2.0;3.91;38.56;0.0;98.99;3.03;3.18;174.88;4.48;5.45;174.69;14.7;0.3;7.51;13.19;-260.21;21.97;9.02
1989;12;17;17/12/1989;51;2.12;3.6;37.69;0.0;98.84;3.18;4.1;163.81;4.94;6.73;164.25;14.01;-0.88;6.56;12.37;-258.99;22.0;7.83
1989;12;18;18/12/1989;51;3.36;3.48;37.81;0.0;98.88;4.88;3.27;168.19;7.94;5.89;168.62;13.33;-1.4;5.97;12.57;-258.49;22.21;7.55
1989;12;19;19/12/1989;51;3.08;3.36;41.56;0.0;99.17;4.44;3.45;228.38;6.66;6.34;228.75;11.29;-1.74;4.77;10.91;-261.87;18.26;6.98
1989;12;20;20/12/1989;51;1.65;5.13;62.12;0.0;99.71;2.77;2.58;51.5;4.36;5.11;51.38;11.03;3.73;7.38;10.87;-260.19;18.73;5.77
1989;12;21;21/12/1989;51;1.95;6.53;77.81;0.0;99.67;2.91;3.91;124.56;4.36;6.05;124.38;11.56;7.56;9.56;10.76;-261.38;18.34;6.58
1989;12;22;22/12/1989;51;1.75;5.43;66.19;0.0;99.23;2.64;2.83;181.31;3.69;3.74;181.25;11.69;4.83;8.26;10.28;-260.62;18.55;6.02
1989;12;23;23/12/1989;51;2.29;5.86;67.19;0.0;99.05;3.19;4.46;56.19;4.73;7.12;56.25;12.41;5.81;9.12;11.19;-260.68;18.97;6.5
1989;12;24;24/12/1989;52;3.33;6.84;74.88;0.0;99.07;4.56;4.64;71.25;6.99;4.73;71.31;12.79;7.98;10.38;12.84;-264.13;17.8;8.78
1989;12;25;25/12/1989;52;2.99;6.47;77.5;0.0;98.91;4.11;3.52;71.69;6.48;5.25;72.12;11.32;7.27;9.3;11.33;-264.87;15.82;7.54
1989;12;26;26/12/1989;52;1.85;5.92;66.94;0.0;98.35;2.54;4.84;114.94;3.86;6.89;114.81;12.46;5.87;9.16;12.11;-262.55;17.96;7.36
1989;12;27;27/12/1989;52;3.2;4.39;51.94;0.03;97.68;4.52;4.05;170.06;6.97;4.61;170.62;11.94;1.45;6.69;11.48;-263.19;17.98;8.02
1989;12;28;28/12/1989;52;2.9;4.76;55.62;0.0;97.74;4.09;4.3;254.69;6.03;4.8;255.06;11.26;2.58;6.92;10.92;-263.67;17.26;7.77
1989;12;29;29/12/1989;52;2.38;4.52;57.81;0.0;98.35;3.66;2.56;109.62;5.66;5.92;109.62;10.76;2.15;6.46;9.87;-260.27;17.96;5.08
1989;12;30;30/12/1989;52;3.52;3.54;39.25;0.0;98.12;4.98;4.55;206.62;8.04;4.54;207.31;12.66;-1.65;5.51;12.02;-258.34;22.14;7.33
1989;12;31;31/12/1989;53;1.63;5.13;59.81;0.25;98.08;2.65;2.45;249.56;4.0;3.97;250.19;11.88;3.85;7.87;11.45;-261.82;18.73;7.41
1990;1;1;01/01/1990;1;1.52;5.31;67.44;0.01;98.43;2.41;2.88;314.81;3.41;3.57;315.25;10.78;4.47;7.62;10.24;-262.6;16.98;6.43
1990;1;2;02/01/1990;1;2.11;5.25;72.5;0.0;98.88;3.27;3.42;277.25;4.69;3.01;277.62;9.58;4.4;6.98;9.15;-261.64;16.58;5.06
1990;1;3;03/01/1990;1;2.07;4.76;64.94;0.0;98.77;3.05;3.47;251.25;4.15;3.48;251.75;9.69;2.9;6.3;8.59;-260.56;17.13;4.55
1990;1;4;04/01/1990;1;3.02;4.15;57.19;2.32;98.14;4.26;5.25;186.06;5.91;6.41;186.69;10.15;0.87;5.51;9.39;-259.16;17.94;3.94
1990;1;5;05/01/1990;1;4.02;5.8;73.88;1.61;98.36;5.51;5.78;310.44;7.81;4.77;311.31;10.37;5.58;7.98;10.21;-265.08;15.66;7.6
1990;1;6;06/01/1990;1;2.68;6.77;82.38;1.5;99.18;3.74;1.84;197.56;5.87;3.66;198.12;10.9;7.98;9.44;11.1;-264.47;15.29;6.61
1990;1;7;07/01/1990;2;3.74;6.41;76.12;0.41;99.74;5.05;3.77;76.0;7.45;4.81;76.44;11.64;7.21;9.42;11.76;-265.05;16.19;8.08
1990;1;8;08/01/1990;2;4.14;5.19;65.19;0.0;99.79;5.61;4.07;113.44;8.2;3.37;113.75;11.15;4.23;7.69;11.09;-263.23;16.55;6.62
1990;1;9;09/01/1990;2;4.61;3.91;48.69;0.03;99.61;6.22;5.52;117.44;8.87;3.55;117.88;11.04;0.16;5.6;10.88;-263.39;16.75;6.99
1990;1;10;10/01/1990;2;4.62;3.91;45.75;0.17;99.25;6.23;5.15;105.62;8.97;3.35;106.38;11.89;0.18;6.03;11.63;-264.61;17.17;8.62
1990;1;11;11/01/1990;2;5.31;3.72;46.25;0.0;98.88;7.1;5.1;104.56;9.85;3.24;105.31;11.28;-0.59;5.35;10.96;-262.58;17.32;6.76
1990;1;12;12/01/1990;2;4.37;5.37;63.94;0.17;98.63;5.83;6.18;149.12;7.69;6.58;150.0;11.22;4.44;7.83;11.19;-263.29;17.42;7.57
1990;1;13;13/01/1990;2;2.62;5.19;78.12;0.0;98.85;3.81;2.93;228.81;5.85;2.77;228.88;8.02;4.16;6.09;7.97;-262.77;14.32;3.94
1990;1;14;14/01/1990;3;1.41;5.49;80.0;0.0;98.93;2.3;2.49;232.5;3.33;4.77;233.81;8.48;5.05;6.77;8.41;-262.29;15.27;4.4
1990;1;15;15/01/1990;3;3.76;6.23;80.0;0.73;99.14;5.12;3.69;51.06;7.61;3.05;51.0;10.37;6.77;8.57;10.39;-262.74;15.65;5.24
1990;1;16;16/01/1990;3;4.34;6.96;82.44;0.82;99.42;5.81;3.11;42.25;8.2;2.24;42.75;11.54;8.42;9.98;11.51;-264.49;16.46;7.81
1990;1;17;17/01/1990;3;3.54;6.9;82.0;0.57;99.44;4.75;2.73;64.62;6.9;3.04;65.0;11.45;8.28;9.87;11.42;-265.96;15.6;8.41
1990;1;18;18/01/1990;3;1.91;6.96;83.69;2.27;99.0;2.62;3.83;179.5;3.77;5.23;165.19;11.15;8.4;9.78;11.15;-268.52;14.15;9.51
1990;1;19;19/01/1990;3;3.45;5.86;75.44;0.17;99.03;4.7;5.14;30.0;6.98;4.8;30.38;10.61;5.69;8.15;10.77;-264.01;15.79;6.65
1990;1;20;20/01/1990;3;5.25;6.29;81.5;16.53;99.18;6.98;6.44;64.25;9.27;6.83;64.38;10.15;6.86;8.51;10.22;-265.14;14.38;6.37
1990;1;21;21/01/1990;4;6.8;7.14;84.25;39.96;98.44;9.07;10.22;97.88;11.84;11.44;99.31;11.28;8.69;9.99;10.65;-268.12;13.72;8.69
1990;1;22;22/01/1990;4;1.88;5.37;74.88;0.26;98.37;2.87;3.41;192.69;4.48;5.52;192.25;9.06;4.55;6.8;9.02;-263.91;13.83;4.6
1990;1;23;23/01/1990;4;1.58;5.86;81.06;0.38;98.66;2.32;3.47;215.0;3.45;4.33;215.06;8.97;5.85;7.4;8.66;-268.27;11.46;6.57
1990;1;24;24/01/1990;4;2.73;6.47;90.06;1.3;98.96;3.89;4.78;223.94;5.73;7.1;209.94;8.83;7.31;8.07;8.31;-264.83;12.92;4.6
1990;1;25;25/01/1990;4;2.38;6.41;82.94;0.43;99.43;3.43;2.59;33.69;5.24;2.81;19.44;10.23;7.28;8.75;10.32;-265.32;15.0;7.17
1990;1;26;26/01/1990;4;1.52;5.55;75.69;0.01;99.5;2.16;2.61;193.0;2.8;3.12;193.25;9.76;5.25;7.51;8.51;-262.74;15.56;5.15
1990;1;27;27/01/1990;4;2.21;5.0;66.62;0.0;99.31;3.27;4.23;171.12;4.76;6.64;171.5;10.34;3.62;6.98;8.85;-259.34;17.9;4.09
1990;1;28;28/01/1990;5;4.3;3.78;48.31;0.0;98.91;5.96;4.74;161.12;8.95;4.53;161.69;10.83;-0.13;5.34;10.32;-262.57;17.13;6.55
1990;1;29;29/01/1990;5;3.62;4.88;64.88;0.35;98.57;4.98;5.82;236.88;6.83;7.16;237.12;9.44;2.91;6.18;9.42;-265.96;14.08;6.9
1990;1;30;30/01/1990;5;2.39;4.88;71.19;0.0;99.0;3.6;2.41;278.69;5.61;4.47;279.12;8.83;3.19;6.01;8.62;-260.48;16.37;3.69
1990;1;31;31/01/1990;5;1.29;4.15;53.81;0.06;99.01;1.87;2.23;198.94;2.48;2.95;198.12;10.31;1.05;5.68;9.02;-262.53;16.18;5.57
1990;2;1;01/02/1990;5;1.83;4.64;60.38;0.0;98.82;2.84;3.55;196.12;4.2;5.2;196.0;10.33;2.58;6.45;10.02;-262.45;16.31;5.61
1990;2;2;02/02/1990;5;2.05;4.39;61.0;0.0;99.12;3.2;3.08;252.25;4.8;4.66;252.56;9.48;1.86;5.67;8.98;-260.2;17.14;4.19
1990;2;3;03/02/1990;5;2.55;5.74;78.12;0.01;99.54;3.74;2.3;81.25;5.8;4.2;81.25;9.56;5.59;7.58;9.8;-261.23;16.58;4.66
1990;2;4;04/02/1990;6;2.25;5.74;72.69;0.0;99.62;3.28;3.95;97.69;4.99;6.73;97.75;11.13;5.73;8.43;10.98;-260.56;18.45;5.87
1990;2;5;05/02/1990;6;2.96;5.49;65.25;0.0;99.55;4.26;2.79;107.38;6.79;4.12;107.31;11.93;5.05;8.49;11.85;-260.37;19.26;6.47
1990;2;6;06/02/1990;6;2.21;4.88;59.25;0.0;99.32;3.02;4.96;101.19;4.23;7.72;101.25;12.08;3.39;7.73;12.03;-261.25;18.48;6.58
1990;2;7;07/02/1990;6;1.57;5.19;58.88;0.0;99.18;2.41;3.17;178.62;3.79;6.52;178.81;12.4;4.08;8.24;11.95;-262.45;18.69;8.0
1990;2;8;08/02/1990;6;3.21;5.92;74.75;0.0;99.32;4.45;3.0;65.56;6.91;3.5;66.0;11.05;6.05;8.55;11.33;-262.49;17.31;6.65
1990;2;9;09/02/1990;6;2.51;5.8;75.0;0.0;99.45;3.6;2.68;45.0;5.34;4.64;45.25;10.5;5.73;8.12;10.75;-262.44;16.8;6.08
1990;2;10;10/02/1990;6;1.53;5.68;65.69;0.0;99.31;2.19;3.57;267.44;2.89;3.84;267.75;12.01;5.48;8.75;11.0;-263.06;17.48;7.4
1990;2;11;11/02/1990;7;2.54;5.43;63.38;0.0;99.0;3.81;4.94;235.69;5.41;5.27;235.88;12.17;4.82;8.5;11.64;-259.86;19.3;6.01
1990;2;12;12/02/1990;7;3.66;5.19;62.5;0.0;98.68;5.24;6.49;263.5;8.01;6.79;264.0;11.69;4.12;7.9;11.37;-259.26;19.24;5.35
1990;2;13;13/02/1990;7;2.98;5.49;61.0;0.0;98.6;4.15;4.86;295.12;6.19;7.44;295.81;12.48;4.88;8.68;11.75;-260.44;19.22;6.51
1990;2;14;14/02/1990;7;2.31;5.68;63.81;0.0;98.86;3.55;3.9;263.56;4.95;3.75;263.62;12.69;5.44;9.06;12.01;-258.74;20.94;6.53
