YEAR;MO;DY;date;week;Radiation;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WS10M_RANGE;WD10M;WS50M;WS50M_RANGE;WD50M;T2M;T2MDEW;T2MWET;TS;T2M_RANGE;T2M_MAX;T2M_MIN
1997;2;23;23/02/1997;9;2.58;3.11;34.0;0.0;99.37;3.88;3.78;153.25;5.73;5.2;153.44;13.23;-2.68;5.27;12.54;-260.63;20.02;7.5
1997;2;24;24/02/1997;9;2.56;2.87;29.75;0.0;98.95;3.8;4.52;128.0;6.0;6.54;128.12;14.58;-3.87;5.36;14.23;-256.89;23.01;6.76
1997;2;25;25/02/1997;9;3.45;2.93;27.62;0.0;99.09;4.91;2.97;95.25;7.8;4.55;95.69;15.9;-3.9;6.0;15.76;-257.2;24.83;8.88
1997;2;26;26/02/1997;9;3.16;4.21;46.94;0.0;99.4;4.5;3.56;87.81;6.8;5.71;88.06;15.05;0.42;7.74;15.17;-256.49;24.44;7.77
1997;2;27;27/02/1997;9;3.04;3.48;34.31;0.0;99.48;4.38;2.5;82.12;7.2;5.55;82.5;15.76;-1.48;7.14;15.87;-256.6;25.2;8.65
1997;2;28;28/02/1997;9;3.69;3.42;40.75;0.0;99.68;5.09;3.95;51.88;7.54;4.88;51.75;12.9;-2.39;5.26;13.35;-260.67;19.98;7.48
1997;3;1;01/03/1997;9;3.17;3.78;50.69;0.0;99.73;4.5;3.38;93.0;7.02;3.73;93.19;10.95;-0.36;5.3;11.46;-259.76;18.08;4.68
1997;3;2;02/03/1997;10;1.51;4.09;54.44;0.0;99.72;2.33;2.65;208.75;3.31;4.18;208.44;11.0;0.69;5.84;11.47;-259.67;18.15;4.67
1997;3;3;03/03/1997;10;1.89;3.54;38.62;0.0;99.66;2.62;4.48;94.56;3.98;8.29;95.06;13.28;-1.09;6.09;12.81;-262.48;19.3;8.63
1997;3;4;04/03/1997;10;2.99;4.52;59.56;0.0;99.9;4.25;4.05;65.0;6.27;3.71;65.25;11.12;2.24;6.68;11.75;-259.47;18.47;4.79
1997;3;5;05/03/1997;10;2.12;3.78;50.62;0.0;99.72;3.33;1.73;58.94;5.23;4.45;59.19;11.77;-0.67;5.55;12.31;-257.27;20.37;4.49
1997;3;6;06/03/1997;10;1.85;3.11;37.75;0.0;99.33;2.95;3.9;221.44;4.34;6.04;206.31;12.75;-2.92;4.92;12.85;-256.14;21.96;4.95
1997;3;7;07/03/1997;10;1.24;2.38;24.0;0.0;99.14;1.67;2.64;234.69;2.09;3.52;234.94;14.98;-6.13;4.42;13.01;-259.58;21.73;8.15
1997;3;8;08/03/1997;10;2.73;3.36;34.5;0.0;98.99;3.95;4.89;109.94;5.8;8.37;109.94;14.38;-2.26;6.06;14.41;-258.27;22.74;7.87
1997;3;9;09/03/1997;11;4.17;5.07;56.31;0.26;99.07;5.6;3.5;68.94;8.06;3.95;69.06;13.82;3.76;8.8;14.42;-259.05;21.34;7.24
1997;3;10;10/03/1997;11;4.11;5.07;62.5;0.1;99.21;5.53;5.23;31.12;7.78;3.75;31.31;11.44;3.62;7.53;12.09;-263.86;16.74;7.45
1997;3;11;11/03/1997;11;2.98;3.97;56.31;0.0;99.19;4.26;5.44;208.62;6.12;5.6;208.81;10.01;0.38;5.19;10.5;-260.07;16.72;3.64
1997;3;12;12/03/1997;11;2.66;4.09;47.69;0.19;99.18;3.51;5.13;105.12;4.78;8.16;105.25;12.09;0.64;6.37;12.0;-261.37;18.27;6.49
1997;3;13;13/03/1997;11;4.73;6.04;68.88;2.49;99.33;6.31;5.29;75.69;8.48;3.69;76.31;12.49;6.4;9.44;13.04;-264.05;17.15;8.05
1997;3;14;14/03/1997;11;1.91;4.76;60.62;0.0;99.16;2.79;2.08;187.62;3.94;3.28;187.25;11.62;2.73;7.17;12.72;-260.1;18.75;5.7
1997;3;15;15/03/1997;11;2.88;2.99;35.38;0.0;98.79;4.12;6.84;267.0;5.69;7.82;267.25;12.81;-3.38;4.72;12.13;-258.24;20.47;5.55
1997;3;16;16/03/1997;12;2.29;3.91;38.81;0.07;98.71;2.98;6.49;80.81;3.83;8.88;93.44;14.61;-0.57;7.02;13.65;-260.88;21.62;9.35
1997;3;17;17/03/1997;12;4.13;5.37;63.44;0.63;99.2;5.5;2.91;66.31;7.73;3.33;66.56;12.79;4.43;8.61;13.71;-260.7;20.0;7.55
1997;3;18;18/03/1997;12;2.95;3.91;46.62;0.05;98.88;4.13;3.08;88.19;6.46;4.23;88.75;13.65;-0.03;6.81;14.4;-256.96;21.63;5.44
1997;3;19;19/03/1997;12;2.48;3.36;33.81;0.49;98.43;3.38;5.84;129.12;4.9;8.35;129.31;14.47;-1.99;6.24;13.8;-260.29;20.64;7.79
1997;3;20;20/03/1997;12;3.09;2.87;28.75;0.0;98.25;4.55;6.13;257.56;6.26;6.55;258.19;15.48;-3.95;5.76;14.55;-254.92;25.01;6.77
1997;3;21;21/03/1997;12;3.25;4.88;48.0;0.0;98.48;4.46;4.57;70.25;6.45;7.48;70.38;15.58;2.94;9.26;16.49;-256.77;24.37;8.01
1997;3;22;22/03/1997;12;2.34;3.97;39.75;0.0;98.51;3.36;4.03;67.31;5.25;7.41;67.69;15.82;0.04;7.93;17.15;-257.63;24.3;8.77
1997;3;23;23/03/1997;13;3.13;3.48;33.0;0.0;98.25;4.34;4.7;90.38;6.63;7.32;90.62;16.37;-1.55;7.41;17.25;-254.81;25.97;7.63
1997;3;24;24/03/1997;13;3.19;4.21;39.0;0.0;97.83;4.47;6.33;63.06;6.37;9.29;63.94;16.88;0.8;8.83;17.85;-256.62;26.04;9.5
1997;3;25;25/03/1997;13;3.18;4.27;34.56;0.0;97.5;4.49;5.75;61.0;6.13;8.12;60.5;18.75;0.83;9.79;19.44;-257.12;27.37;11.33
1997;3;26;26/03/1997;13;5.55;5.55;51.62;0.0;97.96;7.28;3.82;60.19;9.2;3.33;60.62;15.87;4.96;10.41;16.9;-260.31;22.82;9.98
1997;3;27;27/03/1997;13;4.81;6.04;59.69;0.0;98.83;6.34;3.82;61.44;8.38;3.28;61.94;15.47;6.3;10.88;16.54;-259.48;22.61;8.94
1997;3;28;28/03/1997;13;2.98;5.31;52.25;0.0;98.76;4.12;5.02;91.75;5.63;7.2;92.62;15.62;4.34;9.98;16.99;-258.4;23.37;8.62
1997;3;29;29/03/1997;13;2.08;4.09;36.0;0.0;97.97;3.09;3.05;166.38;5.03;6.46;166.75;16.76;0.64;8.7;18.08;-257.2;24.65;8.7
1997;3;30;30/03/1997;14;5.23;5.31;48.19;0.0;98.09;6.88;4.88;56.06;8.84;3.95;56.62;16.0;4.13;10.07;17.2;-261.55;22.42;10.83
1997;3;31;31/03/1997;14;4.11;3.78;42.56;0.0;98.52;5.48;4.05;66.44;7.69;2.81;66.62;12.98;-0.38;6.3;14.15;-260.17;19.69;6.71
1997;4;1;01/04/1997;14;2.52;3.72;43.75;0.0;98.67;3.52;2.53;149.19;5.2;5.63;148.62;12.3;-0.61;5.84;13.94;-259.99;19.01;5.86
1997;4;2;02/04/1997;14;2.16;2.87;30.19;0.0;98.43;3.16;2.42;186.88;4.22;2.0;187.62;14.65;-3.98;5.33;14.97;-257.96;22.25;7.06
1997;4;3;03/04/1997;14;3.12;3.66;41.31;0.0;98.59;4.33;5.35;49.31;5.97;7.11;49.25;13.94;-1.63;6.16;15.11;-259.61;21.35;7.81
1997;4;4;04/04/1997;14;2.59;2.5;26.5;0.0;98.68;3.7;3.36;217.88;5.41;6.64;217.75;15.12;-5.89;4.62;15.31;-255.88;23.76;6.49
1997;4;5;05/04/1997;14;2.95;2.26;18.81;0.0;98.57;4.27;4.4;230.62;6.08;4.57;230.75;17.6;-6.93;5.33;17.15;-254.58;27.37;8.8
1997;4;6;06/04/1997;15;2.55;4.03;37.31;0.0;98.54;3.48;4.52;171.0;4.98;7.45;171.12;17.98;0.33;9.15;18.62;-254.38;27.19;8.42
1997;4;7;07/04/1997;15;1.77;3.42;21.19;0.0;98.09;2.73;7.45;185.44;4.19;10.41;182.5;22.7;-1.94;10.38;23.44;-254.95;31.78;13.58
1997;4;8;08/04/1997;15;6.84;5.92;39.31;1.94;98.06;9.04;5.51;107.12;11.34;4.94;108.31;21.49;5.81;13.65;22.01;-259.62;28.61;15.08
1997;4;9;09/04/1997;15;8.15;6.65;56.06;2.71;98.41;10.76;6.2;95.5;13.23;6.74;97.06;16.58;7.65;12.12;16.9;-267.87;19.19;13.9
1997;4;10;10/04/1997;15;5.8;4.52;35.12;0.52;98.23;7.65;8.89;80.62;9.66;11.56;82.38;18.82;1.89;10.36;19.49;-260.4;26.27;13.52
1997;4;11;11/04/1997;15;6.39;5.74;52.5;0.05;98.46;8.38;3.62;47.62;10.27;4.01;49.06;16.08;5.45;10.76;16.94;-261.94;22.69;11.48
1997;4;12;12/04/1997;15;3.27;5.98;57.25;0.0;98.32;4.31;2.48;134.44;5.98;5.16;134.56;15.87;5.94;10.9;17.62;-260.59;22.5;9.94
1997;4;13;13/04/1997;16;3.26;5.62;48.75;0.0;98.49;4.46;3.84;38.12;6.48;5.13;38.06;17.26;5.06;11.16;18.63;-259.19;24.17;10.21
1997;4;14;14/04/1997;16;3.53;4.27;42.88;0.0;98.76;4.78;3.51;79.81;6.92;5.44;80.12;16.37;0.35;8.36;17.61;-258.42;23.91;9.19
1997;4;15;15/04/1997;16;2.24;4.15;36.81;0.09;98.56;3.15;4.34;200.81;5.21;8.43;202.19;17.76;0.9;9.33;19.85;-256.4;25.63;8.88
1997;4;16;16/04/1997;16;1.71;5.0;39.81;0.01;98.34;2.62;1.87;147.75;3.89;4.44;149.31;18.28;3.54;10.91;20.24;-258.88;25.42;11.15
1997;4;17;17/04/1997;16;2.05;4.03;29.81;0.0;98.06;3.02;2.16;171.31;4.11;3.33;171.81;20.37;0.39;10.37;21.0;-256.92;28.02;11.8
1997;4;18;18/04/1997;16;4.85;3.48;21.31;0.0;97.48;6.52;5.81;237.62;8.91;4.55;237.44;22.97;-1.65;10.66;23.38;-257.31;32.88;17.05
1997;4;19;19/04/1997;16;2.34;5.07;36.31;0.0;97.75;3.28;2.4;258.88;4.63;3.05;258.56;20.04;3.68;11.86;21.62;-259.2;27.12;13.17
1997;4;20;20/04/1997;17;4.41;4.7;30.19;0.0;97.22;6.01;5.89;162.88;8.73;8.7;163.56;23.74;2.26;13.01;24.27;-252.2;34.55;13.6
1997;4;21;21/04/1997;17;7.66;4.27;24.12;0.0;97.01;10.18;9.48;256.75;13.55;8.35;257.19;22.9;1.18;12.04;23.32;-264.08;26.26;17.19
1997;4;22;22/04/1997;17;3.45;4.64;35.38;0.0;97.61;4.62;3.75;300.12;6.85;4.46;299.56;18.55;2.17;10.36;20.12;-260.1;25.32;12.26
1997;4;23;23/04/1997;17;2.1;3.66;27.31;0.0;98.25;3.09;3.28;248.25;4.37;5.08;247.25;18.68;-0.94;8.87;20.16;-259.09;25.83;11.77
1997;4;24;24/04/1997;17;2.75;5.25;37.69;0.0;98.62;3.66;9.05;229.19;4.59;11.27;229.25;19.97;4.07;12.02;21.87;-260.44;26.9;14.19
1997;4;25;25/04/1997;17;5.16;6.1;49.88;0.0;98.82;6.7;3.28;55.06;8.24;4.55;55.56;18.15;6.35;12.25;19.88;-260.56;25.52;12.93
1997;4;26;26/04/1997;17;4.84;3.85;38.0;0.0;98.98;6.37;5.09;68.88;8.49;3.83;69.12;16.25;-0.49;7.88;17.46;-257.93;23.84;8.62
1997;4;27;27/04/1997;18;2.5;5.0;43.19;0.0;98.78;3.43;5.2;62.69;5.02;7.88;65.62;17.73;3.51;10.62;20.09;-255.27;26.15;8.27
1997;4;28;28/04/1997;18;2.61;4.7;32.62;0.0;98.52;3.68;5.94;169.25;5.42;9.55;169.31;20.92;2.3;11.61;21.78;-259.24;27.8;13.88
1997;4;29;29/04/1997;18;2.77;7.02;53.5;0.0;98.53;3.78;3.87;196.62;5.42;5.28;196.5;19.53;8.31;13.92;21.4;-259.42;26.25;12.52
1997;4;30;30/04/1997;18;3.41;5.43;34.38;0.0;98.1;4.71;6.7;268.56;6.65;7.52;268.88;22.26;4.73;13.5;23.08;-256.37;30.5;13.72
1997;5;1;01/05/1997;18;3.8;5.8;41.44;0.0;98.38;5.08;4.35;95.12;6.63;6.1;94.06;19.92;5.58;12.76;21.73;-259.81;26.55;13.21
1997;5;2;02/05/1997;18;4.48;5.86;48.19;0.0;99.01;5.84;3.8;57.44;7.72;2.91;57.44;17.98;5.76;11.87;19.73;-261.17;24.04;12.05
1997;5;3;03/05/1997;18;2.25;5.07;43.25;0.0;99.3;3.2;1.47;66.44;4.84;2.62;66.0;18.23;3.69;10.97;20.32;-258.17;25.58;10.6
1997;5;4;04/05/1997;19;1.8;3.91;30.31;0.0;98.99;2.42;4.81;178.69;3.54;7.42;178.56;20.11;-0.09;10.01;21.18;-256.41;27.46;10.72
1997;5;5;05/05/1997;19;2.7;2.69;16.31;0.0;98.49;3.88;5.3;171.44;5.44;6.4;171.69;23.09;-4.71;9.19;23.56;-256.41;31.37;14.62
1997;5;6;06/05/1997;19;4.05;2.5;13.19;0.0;97.98;5.65;4.46;183.75;8.2;3.48;184.06;24.87;-5.85;9.51;25.39;-254.4;34.4;15.65
1997;5;7;07/05/1997;19;2.91;3.36;17.62;0.0;97.59;4.05;4.46;212.06;5.96;7.73;211.75;25.25;-2.51;11.37;25.64;-258.22;33.77;18.83
1997;5;8;08/05/1997;19;3.77;4.58;30.44;0.0;98.18;5.05;6.6;243.75;7.05;6.34;243.94;21.35;1.66;11.51;22.75;-262.24;27.4;16.49
1997;5;9;09/05/1997;19;3.18;4.46;34.12;0.0;98.78;4.3;5.22;56.38;6.33;7.94;56.94;20.42;1.33;10.87;22.48;-257.81;28.36;13.02
1997;5;10;10/05/1997;19;3.57;4.64;30.69;0.0;98.59;4.79;6.07;98.0;6.7;9.43;98.62;23.05;2.3;12.67;24.76;-253.91;32.51;13.26
1997;5;11;11/05/1997;20;6.7;2.93;16.44;0.0;98.2;8.87;4.59;112.31;11.67;6.23;112.88;25.27;-4.11;10.58;25.43;-257.66;33.08;17.58
1997;5;12;12/05/1997;20;6.85;3.36;14.88;0.0;97.96;9.05;6.2;116.88;11.84;5.25;117.94;27.8;-1.99;12.9;28.3;-256.83;36.47;20.15
1997;5;13;13/05/1997;20;6.92;3.78;14.62;0.0;97.81;9.1;5.23;111.12;11.58;6.11;112.19;28.61;-0.88;13.87;29.25;-255.87;37.38;20.1
1997;5;14;14/05/1997;20;4.4;3.54;15.81;0.02;97.6;5.99;7.68;162.62;7.87;9.21;163.19;27.5;-1.63;12.94;27.48;-260.2;34.61;21.65
1997;5;15;15/05/1997;20;4.05;5.74;27.12;1.82;97.64;5.45;7.97;231.12;7.31;10.84;230.88;26.5;4.84;15.67;27.12;-261.57;32.51;20.94
1997;5;16;16/05/1997;20;1.22;5.31;28.44;0.0;97.95;1.83;4.58;144.94;2.8;7.74;140.5;25.3;4.1;14.69;27.12;-258.8;31.91;17.56
1997;5;17;17/05/1997;20;3.49;6.96;36.88;0.03;98.15;4.63;7.43;81.88;6.21;9.43;84.31;25.98;7.99;16.99;27.6;-257.37;33.76;17.98
1997;5;18;18/05/1997;21;3.66;5.92;30.25;0.88;98.04;4.99;5.91;116.19;6.52;6.28;117.81;26.52;5.25;15.89;26.85;-258.41;35.3;20.56
1997;5;19;19/05/1997;21;2.13;4.46;21.62;0.0;98.06;3.1;3.13;182.62;4.49;4.52;182.25;27.91;1.58;14.75;28.63;-255.0;36.89;18.74
1997;5;20;20/05/1997;21;1.2;5.19;25.62;0.0;98.04;1.74;2.52;154.38;2.45;4.32;153.69;28.58;2.99;15.79;29.23;-255.08;36.81;18.73
1997;5;21;21/05/1997;21;2.26;4.76;22.06;0.0;97.86;3.29;4.38;171.88;4.83;7.91;171.44;28.89;2.19;15.54;30.01;-255.32;37.84;20.01
1997;5;22;22/05/1997;21;4.92;8.36;41.69;0.0;98.13;6.34;4.1;58.12;7.77;5.02;58.56;26.37;10.9;18.63;28.35;-256.88;34.93;18.66
1997;5;23;23/05/1997;21;4.8;7.32;35.81;0.0;97.98;6.35;7.96;119.25;7.98;8.5;119.81;27.69;8.68;18.18;28.54;-255.53;36.55;18.94
1997;5;24;24/05/1997;21;2.18;5.8;23.5;0.0;97.87;3.1;5.98;161.69;4.72;8.92;160.69;29.28;5.59;17.44;31.01;-257.05;37.0;20.9
1997;5;25;25/05/1997;22;2.73;7.26;32.0;0.0;97.84;3.69;5.99;85.69;5.06;8.41;84.19;29.48;8.47;18.98;30.28;-255.99;37.83;20.66
1997;5;26;26/05/1997;22;2.58;8.12;38.12;0.0;97.98;3.49;4.7;105.81;5.37;8.88;92.44;28.13;10.05;19.09;29.24;-255.86;37.34;20.05
1997;5;27;27/05/1997;22;3.78;7.69;37.75;0.0;98.17;4.94;2.37;59.75;6.8;4.71;59.81;27.97;9.19;18.58;29.82;-255.81;36.34;19.0
1997;5;28;28/05/1997;22;2.22;5.55;25.5;0.0;98.19;3.03;3.9;105.94;4.45;5.95;105.69;28.08;4.65;16.36;28.45;-259.2;34.58;20.62
1997;5;29;29/05/1997;22;2.63;5.68;22.25;0.0;98.19;3.61;5.63;127.75;5.16;7.11;127.44;30.29;5.28;17.79;31.26;-255.46;38.39;20.7
1997;5;30;30/05/1997;22;2.86;5.25;18.88;0.0;98.16;4.01;2.94;223.0;5.91;3.57;223.44;31.05;4.15;17.6;31.69;-260.6;37.37;24.83
1997;5;31;31/05/1997;22;2.66;7.2;25.06;0.0;97.99;3.66;5.06;227.75;4.79;5.23;228.0;31.54;8.74;20.14;32.44;-259.57;38.08;24.5
1997;6;1;01/06/1997;23;3.2;7.45;27.38;0.26;97.89;4.45;5.66;217.19;6.12;5.38;218.25;30.56;9.13;19.84;30.94;-262.68;36.42;25.95
1997;6;2;02/06/1997;23;1.57;6.96;24.38;0.01;98.04;2.33;3.02;206.75;3.45;5.2;205.75;31.38;8.15;19.76;31.12;-262.95;36.35;26.14
1997;6;3;03/06/1997;23;4.74;7.93;35.56;0.0;98.31;6.16;5.84;73.31;7.79;6.64;74.0;28.86;9.88;19.37;30.45;-257.33;36.8;20.99
1997;6;4;04/06/1997;23;4.27;8.24;33.56;0.11;98.04;5.77;6.54;165.19;7.62;6.8;165.94;29.97;10.76;20.37;30.0;-256.68;38.62;22.15
1997;6;5;05/06/1997;23;3.89;6.16;22.81;0.01;97.99;5.3;4.69;222.38;7.64;5.17;221.94;31.52;6.19;18.86;32.34;-259.45;38.58;24.88
1997;6;6;06/06/1997;23;3.93;7.63;35.5;0.0;98.27;5.07;2.97;51.62;6.73;4.7;51.5;27.57;9.16;18.37;29.86;-260.2;33.96;21.01
1997;6;7;07/06/1997;23;2.39;6.47;29.0;0.0;98.38;3.3;3.66;72.81;4.92;6.2;73.31;28.28;7.28;17.78;30.91;-256.01;36.35;19.21
1997;6;8;08/06/1997;24;3.17;6.41;24.88;0.0;98.61;4.3;4.29;77.12;6.56;7.39;76.5;31.17;7.05;19.11;33.12;-256.13;39.47;22.45
1997;6;9;09/06/1997;24;3.11;4.64;17.19;0.0;98.77;4.06;4.53;121.19;5.55;7.41;120.94;31.27;2.55;16.9;32.24;-257.33;38.66;22.85
1997;6;10;10/06/1997;24;1.72;4.52;16.25;0.0;98.48;2.52;3.52;195.19;3.58;5.62;194.56;31.83;2.28;17.05;33.33;-255.45;39.67;21.98
1997;6;11;11/06/1997;24;2.65;5.43;18.19;0.0;98.22;3.48;5.8;156.56;4.75;8.42;156.06;33.26;4.7;18.98;33.48;-258.67;39.75;25.27
1997;6;12;12/06/1997;24;3.2;4.15;13.5;0.0;98.21;4.35;6.02;161.81;5.88;7.75;161.81;33.84;0.87;17.36;33.8;-255.44;42.46;24.76
1997;6;13;13/06/1997;24;2.7;3.78;10.81;0.0;98.09;3.73;4.67;184.5;4.95;6.6;184.56;35.44;-0.18;17.63;34.87;-256.02;43.13;26.01
1997;6;14;14/06/1997;24;3.23;3.85;11.12;0.0;98.04;4.62;4.71;219.25;6.43;4.44;219.88;35.69;0.07;17.88;35.95;-254.82;44.71;26.37
1997;6;15;15/06/1997;25;2.62;3.85;10.75;0.0;98.04;3.78;3.51;189.38;5.56;5.95;189.75;36.58;0.11;18.34;37.26;-255.77;45.42;28.03
1997;6;16;16/06/1997;25;3.8;5.37;15.44;0.0;98.15;5.07;4.3;155.0;7.31;5.57;155.94;36.15;4.62;20.39;37.51;-254.8;44.98;26.63
1997;6;17;17/06/1997;25;2.86;5.62;16.0;0.0;98.16;3.96;3.72;169.12;5.74;4.77;169.56;35.48;5.17;20.33;36.29;-259.11;42.42;28.38
1997;6;18;18/06/1997;25;3.73;3.78;10.56;0.03;98.01;5.15;3.98;180.0;7.43;5.52;180.25;36.47;-0.13;18.16;37.13;-257.22;44.73;28.8
1997;6;19;19/06/1997;25;3.83;3.78;10.12;0.0;97.84;5.02;8.01;196.25;6.68;10.05;196.56;36.86;-0.2;18.33;36.87;-257.8;44.24;28.89
1997;6;20;20/06/1997;25;2.36;4.15;12.12;0.05;97.85;3.3;5.58;168.25;4.84;6.67;170.62;35.12;1.01;18.06;35.68;-255.9;43.44;26.2
1997;6;21;21/06/1997;25;3.5;5.62;19.75;0.0;97.88;4.73;3.69;145.19;6.4;4.24;146.44;34.51;4.19;19.35;35.68;-254.24;43.47;24.56
1997;6;22;22/06/1997;26;5.12;3.85;10.5;0.0;97.72;6.96;10.3;213.56;9.59;11.84;213.81;36.35;0.01;18.18;36.36;-257.1;44.82;28.76
1997;6;23;23/06/1997;26;3.13;4.64;13.69;0.0;97.87;4.32;6.23;202.31;5.95;7.23;202.19;35.35;2.08;18.72;36.47;-257.05;43.62;27.53
1997;6;24;24/06/1997;26;6.17;8.85;34.0;0.02;98.01;7.94;5.48;80.56;9.32;7.13;81.75;31.48;11.61;21.55;33.22;-254.96;41.5;23.32
1997;6;25;25/06/1997;26;4.95;7.93;29.56;0.0;97.6;6.41;5.45;158.88;7.94;7.28;159.06;32.51;9.58;21.05;33.55;-257.35;40.62;24.8
1997;6;26;26/06/1997;26;2.47;7.69;31.56;0.0;97.45;3.26;7.84;140.06;4.08;9.4;139.56;31.7;8.93;20.31;33.51;-253.17;41.33;21.35
1997;6;27;27/06/1997;26;2.93;4.27;12.5;0.0;97.03;4.3;3.3;207.62;6.25;2.89;208.38;35.23;1.33;18.27;35.85;-255.39;43.99;26.23
1997;6;28;28/06/1997;26;3.74;2.69;8.5;0.0;97.18;5.2;7.05;235.5;7.26;7.41;235.62;34.31;-4.83;14.74;34.25;-257.26;42.24;26.35
1997;6;29;29/06/1997;27;3.42;4.21;14.38;0.0;97.53;4.54;6.84;224.25;5.99;7.31;224.69;32.03;-0.42;15.8;32.47;-257.15;39.76;23.76
1997;6;30;30/06/1997;27;4.8;9.22;40.31;0.0;98.16;6.14;4.74;65.31;7.59;6.43;65.88;28.78;12.15;20.46;31.13;-258.26;36.51;21.62
1997;7;1;01/07/1997;27;4.73;7.45;28.5;0.0;98.15;6.15;5.17;115.5;8.11;6.45;116.44;31.38;9.13;20.26;33.0;-255.32;40.05;22.23
1997;7;2;02/07/1997;27;6.44;4.76;14.94;0.0;98.01;8.45;6.77;148.12;11.22;4.92;148.75;33.96;2.89;18.42;34.73;-258.77;41.01;26.62
1997;7;3;03/07/1997;27;4.76;3.91;11.94;0.0;97.99;6.34;6.29;155.81;8.67;7.12;156.31;34.48;0.28;17.37;35.43;-256.36;42.84;26.05
1997;7;4;04/07/1997;27;4.27;3.97;12.06;0.0;98.17;5.65;3.91;118.5;8.08;6.13;118.31;34.69;0.4;17.55;36.01;-256.46;43.19;26.51
1997;7;5;05/07/1997;27;4.32;4.7;17.62;0.0;98.32;5.63;6.18;104.75;7.62;8.73;104.75;31.79;1.89;16.84;33.84;-256.63;40.26;23.75
1997;7;6;06/07/1997;28;5.8;9.16;42.06;0.0;98.56;7.41;6.57;72.44;8.81;8.61;73.25;29.25;11.84;20.55;31.62;-255.35;38.41;20.62
1997;7;7;07/07/1997;28;3.98;7.45;33.25;0.0;98.55;5.19;5.45;77.62;6.7;6.77;78.56;28.54;9.16;18.85;31.02;-257.01;36.51;20.37
1997;7;8;08/07/1997;28;2.78;6.16;25.06;0.0;98.22;3.76;3.89;182.38;5.16;5.95;181.94;31.44;6.08;18.76;33.51;-255.24;40.3;22.38
1997;7;9;09/07/1997;28;3.36;6.1;22.5;0.0;98.04;4.58;4.8;165.81;6.53;5.82;166.25;33.65;5.49;19.58;34.97;-253.49;43.63;23.97
1997;7;10;10/07/1997;28;3.92;3.23;10.12;0.0;97.83;5.43;7.01;223.69;7.75;7.26;223.75;35.09;-2.7;16.19;35.37;-256.55;43.83;27.23
1997;7;11;11/07/1997;28;3.1;4.52;15.06;0.0;97.87;4.05;9.29;196.31;5.15;10.91;196.94;34.21;-0.07;17.07;34.8;-256.22;42.92;25.99
1997;7;12;12/07/1997;28;5.82;8.79;35.81;0.0;98.31;7.45;3.27;67.56;9.06;4.25;68.25;30.06;11.61;20.83;32.03;-258.13;38.4;23.37
1997;7;13;13/07/1997;29;3.64;6.71;28.5;0.0;98.48;4.77;4.05;83.31;6.48;7.56;84.06;30.78;7.19;18.98;33.04;-254.25;39.99;21.09
1997;7;14;14/07/1997;29;3.19;4.52;15.19;0.0;98.49;4.3;4.81;110.0;6.3;7.92;110.5;33.7;2.11;17.9;35.37;-255.68;42.32;24.85
1997;7;15;15/07/1997;29;2.64;5.25;15.69;0.0;98.5;3.62;2.73;105.69;5.76;6.95;105.38;34.8;4.26;19.53;36.75;-257.2;42.4;26.45
1997;7;16;16/07/1997;29;2.34;4.33;13.25;0.0;98.27;3.21;4.67;188.5;4.83;8.16;188.69;34.81;1.47;18.14;36.67;-257.2;42.64;26.69
1997;7;17;17/07/1997;29;3.07;5.37;16.56;0.0;98.21;4.06;5.81;120.81;5.68;8.98;120.81;35.2;4.4;19.8;36.69;-257.42;43.07;27.33
1997;7;18;18/07/1997;29;3.27;5.49;15.5;0.0;98.28;4.27;6.03;157.44;5.73;8.23;157.62;35.66;4.83;20.25;36.49;-258.84;42.62;28.32
1997;7;19;19/07/1997;29;2.52;5.13;15.44;0.0;98.29;3.51;3.7;118.12;5.16;5.7;117.56;35.43;3.78;19.61;36.87;-256.99;43.41;27.26
1997;7;20;20/07/1997;30;3.35;4.39;14.38;0.0;98.28;4.54;3.46;128.75;6.52;5.88;129.19;34.21;1.18;17.69;35.46;-257.0;42.25;26.1
1997;7;21;21/07/1997;30;4.59;2.81;8.75;0.0;98.21;6.19;4.89;154.5;9.2;3.16;154.81;34.6;-4.06;15.26;35.21;-255.77;43.23;25.85
1997;7;22;22/07/1997;30;4.61;3.85;11.06;0.0;98.2;6.23;4.98;155.25;9.4;5.64;155.69;35.6;0.05;17.83;36.16;-255.88;43.86;26.58
1997;7;23;23/07/1997;30;3.9;4.09;11.0;0.0;98.37;5.34;5.8;162.38;7.75;7.54;162.62;37.06;0.82;18.94;37.62;-257.24;45.12;29.21
1997;7;24;24/07/1997;30;3.34;3.78;10.0;0.0;98.35;4.56;6.02;195.5;6.55;6.83;195.75;37.51;-0.12;18.69;37.4;-256.56;45.26;28.68
1997;7;25;25/07/1997;30;3.8;5.13;15.06;0.0;98.2;5.09;7.67;173.75;6.59;8.59;173.25;36.3;2.83;19.56;37.12;-255.8;45.11;27.76
1997;7;26;26/07/1997;30;4.68;8.97;33.69;0.0;98.35;5.96;5.34;61.62;7.36;6.98;62.44;30.74;12.0;21.37;33.23;-259.94;37.48;24.26
1997;7;27;27/07/1997;31;4.0;8.61;32.69;0.0;98.41;5.13;4.44;76.5;6.76;5.03;76.94;30.9;11.44;21.17;33.2;-258.02;38.34;23.21
